DEPTH,LCAL,GR,RHOM,APLU,Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
4115.7144,8.9445,28.1667,2.4897,0.1132,1.38573,1.27338,1.27725,1.35891,1.34227,1.30483,68.5696,107.5748
4115.562,8.8867,28.3606,2.4806,0.1149,1.37999,1.30715,1.22573,1.35568,1.34654,1.3399,68.6813,110.1727
4115.4096,8.8758,27.7407,2.4762,0.1118,1.3739,1.32954,1.17362,1.35436,1.35295,1.37501,67.8916,110.9174
4115.2572,8.8767,26.9593,2.501,0.1188,1.36718,1.34244,1.13043,1.35422,1.35964,1.40381,69.2339,113.2388
4115.1048,8.8695,30.6066,2.5095,0.1296,1.3596,1.34786,1.10347,1.35458,1.36512,1.42079,68.9034,114.4486
4114.9524,8.8457,36.3095,2.5443,0.1502,1.35148,1.34764,1.09588,1.35478,1.36835,1.42308,69.34,114.5588
4114.8,8.8163,41.2502,2.543,0.1546,1.34275,1.34219,1.10654,1.35429,1.36891,1.41166,69.9964,113.1585
4114.6476,8.8209,42.6541,2.5449,0.1395,1.33336,1.33197,1.13077,1.35266,1.36693,1.39083,71.2559,114.1639
4114.4952,8.9639,44.4518,2.5349,0.123,1.32333,1.3214,1.162,1.34955,1.36266,1.36657,71.6881,113.6478
4114.3428,9.0168,47.2653,2.5166,0.1088,1.31266,1.31099,1.19381,1.3447,1.35673,1.3444,71.5665,114.0311
4114.1904,9.0105,43.4111,2.4888,0.1055,1.30135,1.30101,1.22164,1.33795,1.34964,1.32807,71.2642,114.4191
4114.038,9.0043,38.0107,2.4871,0.1037,1.28937,1.29155,1.24364,1.32915,1.34165,1.31903,70.7142,116.6095
4113.8856,8.9801,33.2019,2.4885,0.1019,1.27669,1.28242,1.25993,1.31821,1.33267,1.31665,70.6022,126.1687
4113.7332,8.9434,41.262,2.521,0.0905,1.26322,1.27325,1.27155,1.30506,1.32232,1.31872,71.8158,130.5784
4113.5808,9.0075,57.6344,2.5525,0.0814,1.2489,1.2635,1.28034,1.28965,1.31003,1.32201,72.0953,131.8666
4113.4284,8.9862,77.7864,2.5396,0.1041,1.23367,1.25264,1.28325,1.27202,1.29512,1.32288,72.5555,131.7248
4113.276,8.8755,93.291,2.536,0.141,1.21753,1.2401,1.28151,1.25227,1.27706,1.31769,72.6121,131.716
4113.1236,8.8096,91.3693,2.522,0.1501,1.20054,1.22551,1.2738,1.2306,1.25556,1.30357,72.2531,129.4307
4112.9712,8.8294,66.6613,2.5009,0.1117,1.18281,1.20873,1.25864,1.20731,1.23072,1.27906,71.5817,120.9373
4112.8188,8.7717,42.3205,2.4925,0.0881,1.16451,1.18993,1.23558,1.18281,1.20308,1.24461,70.5402,118.6212
4112.6664,8.7541,26.2945,2.483,0.0777,1.1459,1.16956,1.2057,1.15758,1.17351,1.20254,69.3145,114.6658
4112.514,8.7553,30.0691,2.471,0.0867,1.12721,1.14816,1.17147,1.13213,1.14305,1.15655,67.7997,111.6249
4112.3616,8.7709,29.2877,2.4529,0.1024,1.10873,1.12643,1.13609,1.10699,1.11281,1.11072,67.1372,108.5616
4112.2092,8.7682,30.9942,2.4554,0.1121,1.09072,1.10512,1.10257,1.08265,1.08377,1.06853,66.2447,106.7654
4112.0568,8.8004,28.7798,2.4517,0.1094,1.07339,1.08483,1.07299,1.05954,1.05672,1.03226,66.3098,106.1718
4111.9044,8.8308,31.3401,2.4689,0.1062,1.05694,1.066,1.04825,1.03801,1.0322,1.00284,65.4711,106.5259
4111.752,8.8304,37.601,2.5074,0.1084,1.04153,1.04888,1.02821,1.01833,1.01051,0.98005,65.7416,106.9045
4111.5996,8.8338,63.6191,2.5834,0.1034,1.02726,1.0336,1.01199,1.00066,0.99174,0.96288,65.3428,108.0489
4111.4472,8.8986,91.1458,2.612,0.1098,1.01419,1.02013,0.99845,0.98509,0.97581,0.94997,64.4789,107.2001
4111.2948,9.0199,100.2356,2.5478,0.1063,1.00234,1.0083,0.98656,0.97163,0.96255,0.94003,65.1553,104.4148
4111.1424,9.6177,86.4845,2.5049,0.1028,0.99171,0.99794,0.97565,0.96021,0.95172,0.93211,64.5744,100.9141
4110.99,10.7743,71.3049,2.4731,0.094,0.98225,0.98885,0.9655,0.95073,0.94305,0.92571,65.3234,100.1203
4110.8376,10.8844,63.8887,2.4801,0.0977,0.97389,0.98085,0.9562,0.94303,0.9363,0.9207,65.3981,100.5069
4110.6852,10.631,61.7767,2.5296,0.1071,0.96653,0.97381,0.94815,0.93693,0.93121,0.91716,66.4279,101.5128
4110.5328,10.0065,59.2239,2.5557,0.1039,0.96008,0.96762,0.94168,0.93221,0.92756,0.91518,67.3283,105.9236
4110.3804,9.9309,60.2157,2.5362,0.1122,0.95439,0.96221,0.93701,0.92865,0.92512,0.91474,67.163,112.1492
4110.228,10.5037,58.0458,2.5048,0.1384,0.94936,0.95751,0.93419,0.92603,0.92365,0.91567,66.6193,113.1646
4110.0756,10.0409,47.3071,2.5283,0.1596,0.94485,0.95343,0.93307,0.92411,0.92292,0.9177,66.3546,113.4
4109.9232,9.7707,34.7365,2.5319,0.1669,0.94073,0.94983,0.93327,0.92268,0.92266,0.92043,66.6716,111.4301
4109.7708,9.6291,26.3812,2.5096,0.162,0.93691,0.9466,0.93427,0.92155,0.92261,0.9234,65.1461,109.5737
4109.6184,9.6844,23.9838,2.5376,0.1701,0.93328,0.94357,0.93545,0.92053,0.92252,0.92607,65.1649,104.4624
4109.466,9.6967,23.2888,2.5529,0.1554,0.92977,0.94059,0.93617,0.91948,0.92218,0.92794,65.4752,100.6468
4109.3136,9.4862,23.2112,2.5663,0.1268,0.92632,0.93752,0.93589,0.91829,0.92143,0.92856,65.1367,99.4887
4109.1612,9.3654,28.7846,2.5709,0.105,0.92289,0.93427,0.93427,0.91688,0.92016,0.92767,65.5855,100.6326
4109.0088,9.2293,48.683,2.5897,0.0783,0.91948,0.93076,0.93122,0.91521,0.91833,0.92522,67.382,102.5738
4108.8564,9.6403,73.5862,2.5845,0.0737,0.91608,0.92698,0.92688,0.91329,0.91596,0.92141,68.7849,107.7752
4108.704,10.1901,95.1226,2.542,0.0914,0.91269,0.92295,0.92155,0.91115,0.91315,0.91662,69.2751,110.549
4108.5516,10.1783,91.6841,2.4953,0.1307,0.90936,0.91874,0.91556,0.90886,0.91003,0.91127,69.7194,111.9129
4108.3992,9.7069,76.2357,2.5032,0.1463,0.9061,0.91443,0.90921,0.9065,0.90674,0.9058,70.9505,119.0138
4108.2468,8.8671,51.5904,2.4918,0.1223,0.90297,0.91014,0.90277,0.90417,0.90347,0.90055,72.7335,121.7707
4108.0944,8.9133,37.4241,2.4586,0.1073,0.9,0.90599,0.89645,0.90197,0.90038,0.89577,73.6781,123.9067
4107.942,8.8116,29.0571,2.4586,0.1112,0.89723,0.90211,0.8905,0.9,0.89763,0.89167,74.8489,125.6052
4107.7896,8.7765,28.7566,2.4755,0.1133,0.8947,0.89862,0.88517,0.89836,0.89535,0.88839,75.4379,125.9939
4107.6372,8.7216,28.4466,2.482,0.1118,0.89244,0.89562,0.88068,0.8971,0.89367,0.88604,74.8729,127.0825
4107.4848,8.662,27.3763,2.4984,0.1104,0.89047,0.89321,0.87723,0.89629,0.89265,0.88471,75.4154,125.137
4107.3324,8.5861,27.4965,2.496,0.0955,0.88881,0.89143,0.87497,0.89593,0.89234,0.88441,72.1982,123.4181
4107.18,8.5926,27.7372,2.4952,0.0865,0.88744,0.89033,0.87393,0.896,0.89275,0.88513,69.3732,120.0537
4107.0276,8.6488,28.5328,2.4987,0.0814,0.88633,0.88987,0.87413,0.89647,0.89382,0.88684,67.8852,118.9642
4106.8752,8.6587,28.7225,2.5084,0.0913,0.88547,0.88999,0.87551,0.89726,0.89547,0.8895,67.4721,114.3328
4106.7228,8.661,28.8763,2.5107,0.0879,0.88479,0.89059,0.87795,0.89826,0.89756,0.89304,67.2234,113.6628
4106.5704,8.6583,27.6153,2.5071,0.0809,0.88424,0.8915,0.88126,0.89936,0.89991,0.89735,66.1726,113.5428
4106.418,8.6589,23.914,2.5078,0.0752,0.88377,0.89253,0.88511,0.90043,0.90229,0.90218,66.0751,112.2326
4106.2656,8.6378,21.7219,2.4989,0.075,0.88331,0.89344,0.88908,0.90135,0.90446,0.90715,66.0764,113.3871
4106.1132,8.5312,20.846,2.4968,0.0822,0.88281,0.89401,0.89264,0.90199,0.90618,0.91174,65.8587,110.8968
4105.9608,8.5074,22.4397,2.494,0.0907,0.88222,0.89406,0.89523,0.90228,0.90723,0.91532,65.6326,109.7536
4105.8084,8.5066,24.9193,2.5064,0.0922,0.88152,0.89342,0.89631,0.90214,0.90744,0.9173,65.1989,109.7129
4105.656,8.5064,29.9149,2.5175,0.0871,0.88067,0.89203,0.89551,0.90155,0.90674,0.9172,65.7729,108.6237
4105.5036,8.5645,44.0483,2.5074,0.0914,0.8797,0.8899,0.8927,0.90053,0.90512,0.91482,65.1832,107.0078
4105.3512,8.7009,51.2928,2.48,0.1008,0.8786,0.88712,0.88803,0.89912,0.9027,0.91026,65.7806,107.0898
4105.1988,8.7465,56.1954,2.5328,0.1054,0.87742,0.88388,0.88192,0.89741,0.89968,0.90397,66.458,104.7823
4105.0464,8.8073,52.754,2.5492,0.0947,0.87619,0.88041,0.87501,0.89551,0.89632,0.89666,66.0265,107.0162
4104.894,8.946,52.2551,2.5516,0.1172,0.87496,0.87696,0.86808,0.89352,0.89292,0.88918,66.5294,109.8867
4104.7416,9.6472,47.4249,2.5589,0.1491,0.8738,0.87378,0.86191,0.89156,0.88976,0.88238,65.9284,109.3572
4104.5892,9.9171,44.3011,2.5072,0.1871,0.87273,0.87107,0.85719,0.88974,0.88711,0.87699,65.5475,107.9955
4104.4368,9.0891,41.4759,2.4426,0.1909,0.8718,0.869,0.85444,0.88814,0.88512,0.87355,68.0405,105.9356
4104.2844,8.8325,42.6782,2.4585,0.2029,0.87105,0.8676,0.85392,0.88682,0.88388,0.87232,66.2146,104.0273
4104.132,8.6712,35.3578,2.5094,0.1911,0.87047,0.86685,0.85556,0.88583,0.88339,0.87326,66.0521,102.5892
4103.9796,8.5598,29.0559,2.5109,0.1155,0.87008,0.86665,0.85891,0.88517,0.88353,0.87605,67.0476,101.266
4103.8272,8.4862,21.102,2.5172,0.0746,0.86987,0.86686,0.86321,0.88485,0.88415,0.88007,66.1419,100.0069
4103.6748,8.4242,19.8622,2.5021,0.0587,0.86982,0.86728,0.86754,0.88483,0.88505,0.88452,65.4714,99.9009
4103.5224,8.4461,18.7104,2.5089,0.0649,0.86993,0.86775,0.87095,0.88508,0.88604,0.88849,65.9715,100.277
4103.37,8.4248,19.7742,2.5264,0.068,0.87019,0.86814,0.87275,0.88559,0.88697,0.89121,66.256,103.2097
4103.2176,8.4016,20.7551,2.5342,0.0716,0.87059,0.86839,0.87267,0.88632,0.88775,0.89221,66.6904,103.8883
4103.0652,8.4201,22.2578,2.5297,0.073,0.87114,0.86852,0.87091,0.88725,0.8884,0.89147,67.0294,104.4824
4102.9128,8.4515,27.217,2.5215,0.068,0.87183,0.86859,0.8681,0.88838,0.88898,0.88944,66.9941,104.2376
4102.7604,8.4386,34.1087,2.5205,0.062,0.87269,0.86874,0.86509,0.88971,0.88964,0.88691,67.2248,104.4893
4102.608,8.5044,43.42,2.5115,0.0695,0.87371,0.86912,0.86274,0.89123,0.89053,0.88482,67.3645,104.7985
4102.4556,8.6873,43.9879,2.5089,0.0817,0.87491,0.86986,0.86173,0.89294,0.8918,0.884,68.0165,105.6068
4102.3032,8.9724,39.0907,2.503,0.0911,0.87628,0.87104,0.86247,0.89485,0.89356,0.88499,68.4455,107.5202
4102.1508,8.928,33.4837,2.5077,0.0939,0.87781,0.87272,0.86499,0.89693,0.89584,0.88797,67.9196,109.1257
4101.9984,8.8062,28.9561,2.4925,0.0926,0.87948,0.87486,0.86906,0.89915,0.8986,0.89271,68.4371,111.3354
4101.846,8.7739,26.3197,2.4914,0.0938,0.88125,0.87739,0.87425,0.90148,0.90174,0.89867,68.1742,112.2227
4101.6936,8.7283,24.2741,2.5042,0.0871,0.8831,0.88017,0.87996,0.90386,0.9051,0.90512,67.6112,112.7436
4101.5412,8.6981,30.5256,2.5364,0.0815,0.88497,0.88304,0.88564,0.90623,0.90847,0.9113,68.401,114.6816
4101.3888,8.7307,49.293,2.5461,0.0855,0.88684,0.88584,0.89073,0.90852,0.91166,0.91659,68.0389,115.8231
4101.2364,8.8836,71.599,2.5091,0.1019,0.88865,0.88841,0.89483,0.91069,0.91449,0.92054,68.3402,110.3077
4101.084,9.5831,85.9823,2.4441,0.1273,0.89039,0.89064,0.89771,0.91269,0.91684,0.923,67.4927,107.1834
4100.9316,9.9063,78.9436,2.4385,0.1283,0.89202,0.89246,0.89925,0.91448,0.91865,0.92402,67.3541,102.3064
4100.7792,9.8383,59.908,2.4719,0.1186,0.89354,0.89385,0.8995,0.91606,0.91994,0.92378,68.3339,101.278
4100.6268,9.4208,40.776,2.4977,0.108,0.89495,0.89486,0.89867,0.91744,0.92079,0.92256,67.8232,102.6223
4100.4744,9.0743,31.3173,2.4979,0.0922,0.89624,0.89556,0.89705,0.91863,0.92131,0.9207,68.1842,100.2301
4100.322,9.0036,27.8309,2.4971,0.0826,0.89743,0.89607,0.89509,0.91967,0.92167,0.91865,66.6894,99.9823
4100.1696,8.9653,25.9487,2.5042,0.081,0.89854,0.89649,0.89333,0.92061,0.92199,0.91697,65.6605,101.7802
4100.0172,9.052,24.0174,2.513,0.0771,0.89959,0.89693,0.89221,0.92149,0.9224,0.91618,64.5622,102.8163
4099.8648,9.0291,24.4634,2.5142,0.0687,0.90059,0.89748,0.89204,0.92236,0.92299,0.91666,64.8452,101.4153
4099.7124,9.167,30.5863,2.513,0.0675,0.90157,0.89818,0.89285,0.92324,0.9238,0.91842,65.1052,101.9959
4099.56,9.0855,38.2769,2.5053,0.0734,0.90252,0.89907,0.89441,0.92415,0.92481,0.92112,65.5499,104.1321
4099.4076,9.0802,47.3885,2.4948,0.0835,0.90345,0.90014,0.89637,0.9251,0.92601,0.92415,67.6388,106.3621
4099.2552,9.2529,48.7981,2.4798,0.0952,0.90437,0.90136,0.89838,0.9261,0.92733,0.92691,70.3588,116.4607
4099.1028,9.3005,44.4214,2.4764,0.0989,0.90528,0.90269,0.90027,0.92712,0.9287,0.92903,72.1322,121.0661
4098.9504,9.0907,38.4704,2.4896,0.1046,0.90617,0.9041,0.90199,0.92816,0.93007,0.9305,72.5337,123.5967
4098.798,9.389,34.0993,2.5052,0.1045,0.90704,0.90556,0.90361,0.92918,0.93137,0.93152,72.4294,123.3491
4098.6456,9.2073,32.0652,2.5282,0.1026,0.90788,0.90703,0.90515,0.93017,0.93259,0.93233,71.0919,121.4665
4098.4932,9.1373,28.6486,2.5319,0.0908,0.90868,0.90851,0.90657,0.9311,0.93371,0.93306,69.6693,117.0063
4098.3408,9.0457,25.4252,2.5124,0.0754,0.90944,0.90997,0.90784,0.93195,0.9347,0.93368,68.8218,111.7738
4098.1884,9.1534,26.567,2.4961,0.0705,0.91014,0.91142,0.90892,0.93271,0.93559,0.93414,69.5032,112.0701
4098.036,9.2326,38.0384,2.4739,0.0737,0.91076,0.91282,0.90994,0.93336,0.93637,0.93446,70.5687,126.9302
4097.8836,9.3415,63.0049,2.4488,0.0893,0.91129,0.91417,0.91102,0.93388,0.93703,0.93475,72.2234,134.8509
4097.7312,9.5327,88.1216,2.4486,0.0956,0.9117,0.91543,0.91232,0.93427,0.93756,0.93522,73.7202,139.4388
4097.5788,9.9919,96.3568,2.3174,0.123,0.91196,0.91656,0.91382,0.93452,0.93793,0.93597,72.9053,140.4702
4097.4264,11.0162,86.0197,2.2431,0.1789,0.91206,0.9175,0.91532,0.93463,0.93812,0.93692,74.2086,140.5509
4097.274,11.828,79.4056,2.2447,0.2013,0.91196,0.91822,0.91652,0.93458,0.9381,0.93781,72.2577,123.5515
4097.1216,11.7073,78.6396,2.4223,0.1721,0.91167,0.91867,0.91706,0.93439,0.93785,0.93826,70.3161,114.2626
4096.9692,11.4366,80.9952,2.5264,0.1303,0.91116,0.91884,0.9167,0.93406,0.93737,0.93793,68.864,110.6294
4096.8168,11.3666,76.502,2.3938,0.1244,0.91045,0.91872,0.91541,0.93359,0.93667,0.93665,67.1853,109.5467
4096.6644,11.4599,77.5084,2.2765,0.1519,0.90952,0.91833,0.91336,0.93299,0.93582,0.93449,66.553,110.6181
4096.512,12.3272,84.3478,2.2921,0.1947,0.90839,0.91771,0.91094,0.93226,0.93485,0.93178,65.8143,110.4035
4096.3596,12.6753,80.3073,2.3779,0.2458,0.90706,0.91692,0.90855,0.93141,0.93385,0.92897,65.8598,109.2704
4096.2072,12.8806,65.3454,2.4354,0.2747,0.90553,0.91599,0.9066,0.93043,0.93286,0.92657,66.336,109.7569
4096.0548,12.4628,43.8766,2.3591,0.3066,0.90378,0.91495,0.90537,0.92929,0.93192,0.92497,66.1679,110.3257
4095.9024,11.5521,30.7182,2.3244,0.3144,0.90179,0.91376,0.90495,0.92796,0.931,0.92436,66.0281,109.8306
4095.75,12.1336,23.4573,2.3259,0.3243,0.89954,0.91237,0.90528,0.9264,0.93004,0.92475,66.0626,109.3098
4095.5976,13.1291,22.8374,2.2617,0.3432,0.89697,0.91068,0.906,0.92455,0.92892,0.92587,66.1244,109.5297
4095.4452,13.2237,32.6296,2.0642,0.3881,0.89406,0.90856,0.90658,0.92234,0.92747,0.92724,66.8729,110.7422
4095.2928,13.3231,52.4743,1.8799,0.4315,0.89078,0.90587,0.90634,0.91972,0.92552,0.92819,66.4773,111.1605
4095.1404,13.6874,73.5323,1.8639,0.4678,0.88711,0.90251,0.90466,0.91662,0.92292,0.92802,66.4513,110.8843
4094.988,12.6506,84.1117,1.9806,0.4841,0.88304,0.89841,0.90114,0.913,0.91954,0.92617,66.5912,110.9472
4094.8356,13.1545,69.9162,2.2209,0.4022,0.87859,0.89356,0.89576,0.90883,0.91532,0.92236,66.0222,111.1582
4094.6832,13.0284,48.7003,2.3683,0.3411,0.87381,0.88802,0.88887,0.90414,0.91025,0.91667,65.7653,110.216
4094.5308,13.35,31.2082,2.3327,0.2874,0.86873,0.8819,0.88099,0.89894,0.90442,0.90942,64.7669,109.7643
4094.3784,13.7421,27.8988,2.3748,0.2891,0.86343,0.87537,0.87267,0.8933,0.89796,0.90107,66.2543,109.4613
4094.226,14.1,27.7708,2.4012,0.3054,0.85798,0.86859,0.86435,0.8873,0.89103,0.89209,65.6505,109.3178
4094.0736,13.8955,25.1053,2.4585,0.3271,0.85246,0.86176,0.85632,0.88103,0.88382,0.88292,65.6692,109.373
4093.9212,13.6695,24.0175,2.4667,0.3426,0.84693,0.85501,0.84874,0.87459,0.87651,0.87391,65.1482,107.956
4093.7688,13.5315,22.5057,2.4262,0.3262,0.84147,0.84847,0.84171,0.8681,0.86926,0.86534,64.916,107.069
4093.6164,13.7491,23.7455,2.3995,0.3244,0.83615,0.84223,0.83523,0.86165,0.8622,0.85743,65.1579,105.9732
4093.464,13.6291,28.4264,2.4451,0.3006,0.831,0.83634,0.82926,0.85534,0.85542,0.85025,65.1758,104.8458
4093.3116,13.3001,38.7045,2.4982,0.3128,0.82609,0.83082,0.82365,0.84925,0.84898,0.84375,65.8055,104.1496
4093.1592,12.7442,57.5863,2.5404,0.3133,0.82145,0.82565,0.81825,0.84344,0.84293,0.8378,66.3235,101.9138
4093.0068,11.7888,66.849,2.5503,0.3199,0.81712,0.82083,0.81295,0.83797,0.83729,0.83224,65.8625,101.2944
4092.8544,10.9776,59.8994,2.5392,0.3007,0.81311,0.81635,0.8077,0.83289,0.83209,0.82697,65.698,101.3639
4092.702,10.6524,39.1974,2.5023,0.2321,0.80946,0.81221,0.80258,0.82824,0.82734,0.82201,66.5058,102.5334
4092.5496,10.5405,22.3255,2.478,0.168,0.80617,0.80841,0.79776,0.82403,0.82306,0.81745,66.1795,103.5356
4092.3972,10.3294,17.6369,2.4574,0.1427,0.80325,0.80498,0.79346,0.82029,0.81927,0.81343,66.526,103.9885
4092.2448,10.2091,16.4347,2.4465,0.1408,0.80071,0.80193,0.7899,0.81701,0.81599,0.81004,67.4886,105.6472
4092.0924,10.1202,16.8795,2.4476,0.1463,0.79854,0.79929,0.78722,0.81419,0.81321,0.80735,67.5771,108.3153
4091.94,10.0797,17.1277,2.4607,0.1322,0.79673,0.79706,0.78553,0.81183,0.81093,0.80536,67.5796,114.3898
4091.7876,9.9932,18.2485,2.4786,0.1187,0.79526,0.79524,0.7848,0.80989,0.80914,0.80402,66.2373,119.9885
4091.6352,9.9072,19.5503,2.4886,0.1012,0.79411,0.79382,0.78493,0.80834,0.8078,0.80323,66.2848,121.7188
4091.4828,9.8989,19.8562,2.4889,0.0978,0.79324,0.79275,0.78573,0.80716,0.80685,0.8029,64.9232,119.1037
4091.3304,9.8399,19.9376,2.4786,0.0914,0.79262,0.79198,0.78692,0.80629,0.80624,0.80288,64.4172,116.0503
4091.178,9.7292,20.1747,2.4735,0.0826,0.79223,0.79146,0.78821,0.80571,0.80591,0.80304,65.326,113.1403
4091.0256,9.6162,20.7025,2.465,0.0819,0.79203,0.79112,0.78931,0.80537,0.8058,0.80327,65.6258,107.9202
4090.8732,9.5341,21.5929,2.4682,0.0841,0.792,0.7909,0.79004,0.80523,0.80584,0.80354,67.1624,104.0806
4090.7208,9.5194,23.0108,2.4694,0.0928,0.7921,0.79076,0.7903,0.80527,0.806,0.80383,67.804,102.8992
4090.5684,9.4685,24.2246,2.4822,0.0979,0.79232,0.79066,0.79015,0.80545,0.80624,0.80419,68.8268,104.0031
4090.416,9.4222,24.5966,2.4848,0.0977,0.79264,0.79058,0.78968,0.80577,0.80655,0.80466,67.7333,104.8796
4090.2636,9.3858,22.0758,2.4762,0.0949,0.79304,0.79053,0.78902,0.80621,0.8069,0.80525,68.5901,107.0009
4090.1112,9.3207,20.3811,2.4651,0.0938,0.79351,0.79051,0.78828,0.80677,0.80732,0.8059,66.914,106.8926
4089.9588,9.2031,18.9985,2.4722,0.0932,0.79406,0.79055,0.78754,0.80746,0.80781,0.80654,65.0013,106.0729
4089.8064,9.1391,21.7933,2.4859,0.0897,0.79467,0.79069,0.78686,0.80829,0.80839,0.80708,64.4381,106.9026
4089.654,9.0873,25.9409,2.5055,0.0892,0.79537,0.791,0.78629,0.80929,0.8091,0.8075,64.1293,106.4677
4089.5016,9.0193,29.1268,2.5056,0.0849,0.79616,0.79152,0.78591,0.81048,0.80998,0.80785,62.3519,105.1871
4089.3492,8.8838,27.2278,2.493,0.0821,0.79704,0.79232,0.7858,0.81188,0.81109,0.80822,62.8831,104.175
4089.1968,8.8128,23.4952,2.473,0.085,0.79803,0.79347,0.78609,0.81351,0.81248,0.80877,64.253,104.3198
4089.0444,8.7556,20.668,2.4724,0.089,0.79911,0.79501,0.78691,0.81536,0.81422,0.80965,64.4181,104.5592
4088.892,8.7534,20.886,2.4729,0.0915,0.80028,0.79697,0.78841,0.81743,0.81633,0.81106,65.1797,107.0449
4088.7396,8.7697,20.8317,2.4706,0.0906,0.80152,0.79938,0.79074,0.81969,0.81885,0.81316,66.7868,110.066
4088.5872,8.761,22.5769,2.4761,0.0999,0.80278,0.80219,0.79404,0.82207,0.82175,0.8161,67.036,113.7121
4088.4348,8.7452,23.3207,2.4853,0.0975,0.80402,0.80532,0.7984,0.82449,0.82498,0.81998,68.0514,114.1472
4088.2824,8.8141,23.2606,2.4857,0.0942,0.80518,0.80866,0.80372,0.82686,0.8284,0.82475,68.4019,115.1117
4088.13,8.8278,21.6376,2.4711,0.0843,0.80617,0.81201,0.80977,0.82904,0.83185,0.83023,67.8241,115.6955
4087.9776,8.8124,20.6758,2.4681,0.0905,0.80691,0.81516,0.8161,0.8309,0.83509,0.83603,67.2001,117.1268
4087.8252,8.8136,21.0462,2.4716,0.087,0.80733,0.81786,0.8221,0.83232,0.83786,0.8416,69.6404,116.0925
4087.6728,8.818,21.3899,2.5228,0.0872,0.80734,0.81984,0.82705,0.83317,0.83991,0.84627,72.3689,117.4949
4087.5204,8.8278,26.381,2.5855,0.0865,0.80689,0.82087,0.83027,0.83334,0.84098,0.84941,71.2166,119.6637
4087.368,8.7941,31.6141,2.61,0.0877,0.80593,0.82078,0.83123,0.83277,0.8409,0.85048,71.8434,122.7102
4087.2156,8.8001,34.3961,2.5648,0.0903,0.80446,0.81947,0.82965,0.83142,0.83958,0.84918,69.439,119.1068
4087.0632,8.7548,31.6911,2.5137,0.0914,0.80248,0.81694,0.82558,0.82932,0.83702,0.84549,67.0845,116.8987
4086.9108,8.6467,27.6506,2.5014,0.0864,0.80003,0.81329,0.81937,0.82651,0.83333,0.83968,66.1818,112.987
4086.7584,8.6265,24.1247,2.5004,0.0901,0.79718,0.80871,0.81161,0.82309,0.82872,0.83226,64.6172,110.4315
4086.606,8.5993,22.4785,2.4983,0.0941,0.794,0.80345,0.80303,0.81919,0.82345,0.8239,65.2669,106.4153
4086.4536,8.6073,22.5017,2.4887,0.0943,0.79059,0.79781,0.79432,0.81495,0.81779,0.8153,65.9523,105.3262
4086.3012,8.6009,24.3154,2.4732,0.0813,0.78704,0.79206,0.7861,0.81052,0.81205,0.80709,65.9942,103.9053
4086.1488,8.5883,25.6292,2.4696,0.0815,0.78344,0.78645,0.77879,0.80606,0.80648,0.79972,65.7612,104.8526
4085.9964,8.569,25.3053,2.48,0.0853,0.77988,0.7812,0.77259,0.80169,0.80127,0.79346,65.911,106.56
4085.844,8.5684,24.5017,2.4835,0.0879,0.77643,0.77644,0.76759,0.79752,0.79658,0.78837,65.9961,104.6125
4085.6916,8.56,22.2683,2.4825,0.087,0.77316,0.77226,0.76376,0.79366,0.79248,0.78443,65.7115,105.5919
4085.5392,8.5335,21.2465,2.4806,0.0823,0.77009,0.76868,0.76097,0.79015,0.78899,0.7815,65.6763,106.2348
4085.3868,8.5293,21.8299,2.4796,0.0797,0.76727,0.76566,0.75908,0.78703,0.78609,0.77943,65.7726,105.7312
4085.2344,8.5301,24.4972,2.4666,0.0775,0.76471,0.76316,0.75782,0.78432,0.78371,0.77804,65.7495,105.6819
4085.082,8.5398,26.8415,2.4639,0.0785,0.76242,0.7611,0.75686,0.78199,0.78177,0.77705,65.2144,105.7036
4084.9296,8.5661,28.1615,2.4606,0.0813,0.76039,0.75939,0.75588,0.78004,0.78019,0.77616,65.5434,105.4166
4084.7772,8.5866,28.3005,2.4602,0.0922,0.75861,0.75798,0.75466,0.7784,0.77889,0.7751,64.9187,105.1385
4084.6248,8.6016,26.6846,2.4583,0.0997,0.75706,0.7568,0.75316,0.77704,0.77782,0.77378,64.896,104.5592
4084.4724,8.6076,24.1712,2.4624,0.1022,0.75571,0.75582,0.7516,0.7759,0.77693,0.77235,65.47,104.8481
4084.32,8.6648,22.428,2.4698,0.0984,0.75455,0.755,0.75039,0.77494,0.77617,0.77123,65.3841,105.1343
4084.1676,8.7347,23.6833,2.4746,0.0893,0.75355,0.75429,0.74987,0.7741,0.77549,0.77089,65.1059,104.7594
4084.0152,8.7587,31.6178,2.4748,0.0861,0.75267,0.75364,0.7502,0.77335,0.77485,0.77163,64.867,104.9765
4083.8628,8.7764,35.7636,2.4635,0.0865,0.7519,0.75298,0.75119,0.77264,0.77418,0.77334,65.08,106.0679
4083.7104,8.7581,35.8575,2.4467,0.0885,0.75122,0.75226,0.75233,0.77196,0.77341,0.77549,65.0451,105.9472
4083.558,8.7221,28.5841,2.4326,0.0908,0.75063,0.75141,0.75293,0.7713,0.7725,0.7772,65.2274,105.2147
4083.4056,8.712,23.9421,2.4335,0.0957,0.75011,0.75041,0.75235,0.77067,0.77141,0.77761,65.4303,104.5372
