DEPTH,LCAL,GR,RHOM,APLU,Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
4148.1756,8.4511,177.046,2.7332,0.1109,0.80802,0.81457,0.82058,0.83204,0.8371,0.8419,65.9868,118.3425
4148.0232,8.4528,181.667,2.766,0.1292,0.80778,0.8143,0.82022,0.83183,0.83672,0.84079,66.6461,117.4103
4147.8708,8.452,184.6609,2.7577,0.1467,0.80726,0.8134,0.81847,0.83123,0.83573,0.83849,66.5414,116.008
4147.7184,8.4502,185.7074,2.7408,0.1533,0.8065,0.81198,0.81559,0.83028,0.83422,0.83527,66.5662,115.7419
4147.566,8.4521,189.5899,2.7206,0.1577,0.80551,0.81014,0.81201,0.82902,0.83231,0.83156,66.4595,115.3389
4147.4136,8.452,186.6374,2.7066,0.1589,0.80434,0.80802,0.80819,0.82752,0.83014,0.82784,66.5031,114.121
4147.2612,8.4521,180.278,2.7401,0.1663,0.80303,0.80574,0.80452,0.82585,0.82784,0.8245,66.7787,111.9404
4147.1088,8.4494,169.4228,2.7685,0.1616,0.80163,0.8034,0.80118,0.82407,0.82551,0.82173,66.7596,110.8723
4146.9564,8.4499,161.4468,2.785,0.1497,0.80017,0.80111,0.79822,0.82225,0.82326,0.81952,66.9436,110.8415
4146.804,8.4524,159.011,2.7365,0.1396,0.79869,0.7989,0.79556,0.82046,0.82113,0.81769,66.8188,111.2619
4146.6516,8.4474,164.3608,2.711,0.1359,0.79724,0.79685,0.7931,0.81873,0.81917,0.81601,66.1692,111.0967
4146.4992,8.4496,165.0104,2.7003,0.1366,0.79583,0.79496,0.79081,0.81711,0.81741,0.81433,65.3379,111.097
4146.3468,8.4496,167.4674,2.7339,0.1415,0.79449,0.79327,0.7887,0.81564,0.81585,0.81262,66.5657,111.4693
4146.1944,8.4524,170.2891,2.7605,0.1469,0.79324,0.79178,0.78685,0.81433,0.81451,0.81096,66.9411,111.4254
4146.042,8.4526,171.4312,2.7765,0.1399,0.7921,0.79051,0.78538,0.8132,0.81339,0.80951,66.2695,111.7593
4145.8896,8.4524,174.5021,2.7356,0.1371,0.79107,0.78946,0.78437,0.81225,0.8125,0.80843,66.2595,111.0902
4145.7372,8.4515,167.9536,2.7767,0.1484,0.79017,0.78864,0.78384,0.81148,0.81182,0.80784,66.4959,111.2763
4145.5848,8.4528,161.2348,2.7979,0.1485,0.78937,0.78802,0.78374,0.81087,0.81135,0.80775,66.2894,110.7376
4145.4324,8.4516,154.3431,2.8007,0.1355,0.78869,0.7876,0.78397,0.8104,0.81107,0.80806,66.6872,110.9539
4145.28,8.4517,156.0018,2.7353,0.1223,0.78811,0.78733,0.78437,0.81005,0.81093,0.80864,66.412,110.8047
4145.1276,8.4526,161.5785,2.7365,0.1255,0.78762,0.78718,0.7848,0.80979,0.8109,0.80929,66.4316,110.9106
4144.9752,8.4534,159.8938,2.7472,0.1343,0.7872,0.78711,0.78516,0.8096,0.81092,0.80986,66.4693,110.697
4144.8228,8.4517,159.8246,2.754,0.1292,0.78683,0.78708,0.78538,0.80946,0.81096,0.81025,66.4347,110.5796
4144.6704,8.4532,163.007,2.7711,0.1373,0.78651,0.78706,0.78548,0.80933,0.81098,0.81042,66.4457,110.185
4144.518,8.4522,163.944,2.785,0.1451,0.78624,0.78701,0.78547,0.8092,0.81095,0.81037,66.2653,109.9082
4144.3656,8.4527,167.5241,2.7588,0.142,0.78598,0.78693,0.78541,0.80906,0.81088,0.81014,66.2481,109.5456
4144.2132,8.4516,166.9715,2.722,0.1328,0.78575,0.78679,0.78534,0.8089,0.81075,0.80977,66.4695,108.977
4144.0608,8.4471,172.6782,2.6954,0.136,0.78554,0.7866,0.7853,0.80872,0.81058,0.80933,66.1526,108.3491
4143.9084,8.4251,172.3288,2.6888,0.1518,0.78534,0.78636,0.78528,0.80852,0.81036,0.80888,66.4475,108.3935
4143.756,8.4226,169.966,2.6865,0.1601,0.78515,0.78607,0.78524,0.80831,0.81012,0.80845,66.2135,108.8691
4143.6036,8.4307,169.6815,2.6924,0.1528,0.78497,0.78573,0.78511,0.8081,0.80986,0.80807,66.3937,108.8586
4143.4512,8.4382,161.0144,2.7045,0.1482,0.7848,0.78535,0.78481,0.80791,0.8096,0.80772,66.5251,109.1416
4143.2988,8.4403,157.2804,2.7319,0.1557,0.78465,0.78495,0.78427,0.80776,0.80933,0.80738,66.3104,109.729
4143.1464,8.4402,150.5127,2.7323,0.1635,0.78453,0.78452,0.78349,0.80767,0.8091,0.80702,66.33,109.9343
4142.994,8.4404,146.4102,2.7285,0.1365,0.78444,0.78409,0.7825,0.80767,0.8089,0.80665,66.2008,110.2909
4142.8416,8.457,139.5513,2.7437,0.1229,0.78439,0.7837,0.78141,0.80778,0.80879,0.80632,65.5397,109.4603
4142.6892,8.46,141.4164,2.75,0.1296,0.7844,0.78335,0.7803,0.80803,0.8088,0.80606,65.4033,109.7287
4142.5368,8.4585,149.103,2.7492,0.1628,0.78446,0.78309,0.77922,0.80844,0.80894,0.80593,65.3649,109.6742
4142.3844,8.4593,160.631,2.7867,0.1784,0.7846,0.78294,0.77823,0.80903,0.80927,0.80591,65.6662,108.5663
4142.232,8.4527,157.7741,2.8096,0.1789,0.7848,0.78295,0.77737,0.80979,0.80982,0.80595,65.8626,108.0315
4142.0796,8.4487,130.922,2.7049,0.1746,0.78506,0.78318,0.77671,0.81073,0.81066,0.80601,66.3449,108.3042
4141.9272,8.5612,90.1389,2.5824,0.18,0.78537,0.78369,0.77636,0.81181,0.81181,0.8061,66.4846,109.113
4141.7748,10.0075,53.3831,2.4238,0.1286,0.78571,0.78451,0.77645,0.81301,0.8133,0.80637,66.5303,108.9829
4141.6224,10.6709,40.9456,2.3159,0.0784,0.78606,0.78562,0.77722,0.81427,0.81511,0.80714,66.6189,109.8595
4141.47,10.7817,53.5137,2.279,0.0557,0.78638,0.78698,0.77899,0.81552,0.81716,0.80892,66.2269,110.0334
4141.3176,10.7332,86.6595,2.2924,0.0682,0.78663,0.78846,0.78203,0.81667,0.81932,0.81223,66.2754,109.7438
4141.1652,10.4953,125.9717,2.2369,0.1034,0.78677,0.7899,0.78636,0.81763,0.82139,0.81732,66.0248,109.8937
4141.0128,9.665,145.2904,2.3064,0.1238,0.78678,0.79109,0.79161,0.81833,0.82314,0.82384,65.8812,109.6446
4140.8604,8.9469,146.2749,2.3295,0.139,0.78663,0.7918,0.79688,0.81866,0.82432,0.83075,65.9597,109.9286
4140.708,8.6437,122.3174,2.2555,0.1217,0.7863,0.79186,0.80091,0.81857,0.82472,0.8364,65.8938,109.7592
4140.5556,9.6281,92.3559,2.1087,0.1081,0.78579,0.79113,0.80251,0.81804,0.82418,0.83913,65.7158,109.4228
4140.4032,9.6971,58.8673,2.1028,0.0954,0.78513,0.78962,0.80105,0.81705,0.82266,0.83787,65.7644,108.6545
4140.2508,9.5843,43.7531,2.0533,0.0929,0.78433,0.78741,0.79675,0.81564,0.82025,0.83268,65.4229,108.6419
4140.0984,10.0062,51.1964,2.1126,0.0775,0.78345,0.78471,0.79057,0.8139,0.81713,0.82468,65.1272,108.1044
4139.946,13.9067,63.988,2.1064,0.0746,0.78254,0.78177,0.78377,0.81191,0.8136,0.81554,64.3201,108.0279
4139.7936,13.6625,75.2287,2.2412,0.0934,0.78167,0.77889,0.77749,0.8098,0.80995,0.80683,64.8777,107.632
4139.6412,12.9358,66.4293,2.2173,0.1355,0.78089,0.77634,0.77245,0.8077,0.8065,0.7996,64.7896,107.3813
4139.4888,12.873,51.5957,2.2616,0.1443,0.78028,0.77435,0.76896,0.80573,0.80351,0.79435,64.9342,106.4157
4139.3364,13.2857,43.159,2.3167,0.1223,0.77986,0.77304,0.76707,0.80402,0.80118,0.7911,65.9423,106.6575
4139.184,12.6573,58.9256,2.4144,0.1198,0.77968,0.7725,0.76664,0.80263,0.7996,0.78966,66.0451,106.7736
4139.0316,12.3761,65.216,2.3667,0.1498,0.77975,0.7727,0.76751,0.80164,0.79881,0.78975,65.7823,107.0776
4138.8792,12.3315,62.4722,2.2578,0.1471,0.78007,0.77359,0.76951,0.80106,0.79876,0.79111,65.7277,105.5077
4138.7268,11.7328,44.8828,2.2413,0.1235,0.78063,0.77502,0.77239,0.80089,0.79935,0.79342,65.617,104.0326
4138.5744,10.3259,39.7405,2.2948,0.0939,0.78139,0.77687,0.77585,0.80109,0.80045,0.79635,65.2673,104.1826
4138.422,9.8786,41.8444,2.4394,0.0912,0.78233,0.77895,0.7796,0.80161,0.80189,0.79956,65.1359,107.3596
4138.2696,9.9689,48.4759,2.5339,0.0955,0.78338,0.78112,0.78335,0.80237,0.80353,0.80273,65.3108,110.1324
4138.1172,9.9474,50.4784,2.5497,0.1056,0.78452,0.78323,0.78682,0.80329,0.80523,0.80562,65.3797,111.1207
4137.9648,10.1956,50.0682,2.5032,0.1041,0.78569,0.78516,0.7898,0.8043,0.80685,0.80805,65.3331,112.4864
4137.8124,10.3555,45.6801,2.5087,0.0945,0.78686,0.78682,0.79213,0.80532,0.8083,0.80992,65.8135,110.1019
4137.66,9.99,44.8633,2.5238,0.0944,0.788,0.78812,0.79375,0.80631,0.8095,0.81122,65.9565,109.2917
4137.5076,9.8255,40.1303,2.5295,0.087,0.78909,0.78904,0.7946,0.80723,0.81043,0.81198,66.1222,108.6188
4137.3552,9.5582,37.8228,2.5505,0.0816,0.79012,0.7896,0.79473,0.80806,0.81107,0.81225,66.3968,109.3466
4137.2028,9.5393,49.5788,2.5563,0.0845,0.79109,0.78984,0.79418,0.80882,0.81148,0.81209,66.3692,108.0469
4137.0504,9.8668,55.5636,2.4883,0.1057,0.79202,0.78982,0.79306,0.80953,0.81171,0.81159,66.401,108.0708
4136.898,9.8919,53.7835,2.4083,0.1319,0.79292,0.78965,0.79152,0.81024,0.81185,0.81084,66.7081,108.5022
4136.7456,9.7163,38.5853,2.3544,0.1266,0.79383,0.78944,0.78973,0.81099,0.81201,0.80999,66.6332,108.0632
4136.5932,9.3783,31.2077,2.3824,0.1157,0.79477,0.78931,0.78792,0.81186,0.81229,0.80921,67.0694,108.3619
4136.4408,9.2337,29.2841,2.4432,0.096,0.79579,0.78939,0.78633,0.8129,0.81279,0.80871,67.0073,108.3211
4136.2884,9.4962,29.4592,2.4939,0.0889,0.79693,0.78979,0.78521,0.81417,0.81361,0.8087,66.4822,108.2807
4136.136,9.0052,29.2404,2.5062,0.0838,0.79821,0.79062,0.78478,0.81571,0.81485,0.80936,66.12,107.6202
4135.9836,9.0599,28.9767,2.5086,0.0833,0.79966,0.79194,0.78521,0.81754,0.81654,0.81084,65.9213,107.3177
4135.8312,9.2745,30.3623,2.4987,0.0793,0.8013,0.7938,0.78657,0.81968,0.81871,0.81317,65.9113,107.5311
4135.6788,9.0793,31.5269,2.4991,0.081,0.80314,0.7962,0.78884,0.82212,0.82137,0.8163,65.9303,107.0033
4135.5264,9.1681,36.5394,2.5097,0.0828,0.80516,0.79914,0.79193,0.82482,0.82448,0.82009,65.8245,106.0891
4135.374,9.4259,42.0965,2.5158,0.0898,0.80736,0.80258,0.79573,0.82772,0.82797,0.82433,66.2095,105.852
4135.2216,9.1886,44.2004,2.5301,0.0906,0.80967,0.80645,0.80014,0.83075,0.83178,0.82884,67.0735,106.5545
4135.0692,8.8787,41.9639,2.5339,0.0993,0.81206,0.81065,0.80512,0.83382,0.83578,0.83351,66.9911,107.3159
4134.9168,8.8391,35.6046,2.5586,0.1034,0.81446,0.81503,0.81075,0.83681,0.83983,0.83833,66.6903,107.2746
4134.7644,8.8732,35.6215,2.6067,0.1058,0.81678,0.81944,0.81706,0.83962,0.84377,0.84336,66.3205,106.9474
4134.612,8.9562,35.1511,2.6107,0.1014,0.81895,0.82367,0.82398,0.84212,0.8474,0.84861,65.4214,105.8029
4134.4596,9.3153,36.0773,2.5549,0.1005,0.82087,0.82749,0.83121,0.8442,0.85052,0.8539,64.9778,104.3644
4134.3072,9.3775,35.2094,2.5484,0.0931,0.82247,0.83067,0.83812,0.84577,0.85292,0.85875,64.6735,103.2591
4134.1548,9.3925,34.1629,2.554,0.0958,0.82369,0.83298,0.84387,0.84674,0.85442,0.86248,65.0217,102.8027
4134.0024,9.3968,33.9863,2.5361,0.1002,0.82448,0.83426,0.84759,0.84707,0.85489,0.86433,65.2661,102.5688
4133.85,9.1294,33.9462,2.518,0.1018,0.82483,0.83439,0.84861,0.84678,0.85428,0.86376,65.9357,103.2532
4133.6976,9.0906,35.2298,2.5148,0.0992,0.82474,0.83337,0.8467,0.8459,0.85263,0.86065,66.9453,104.0325
4133.5452,9.0652,34.4218,2.5008,0.0954,0.82425,0.83128,0.84212,0.8445,0.85008,0.85539,66.9288,105.8228
4133.3928,9.1806,33.1601,2.4711,0.0968,0.82343,0.82832,0.83553,0.84271,0.84684,0.84871,66.4951,106.2558
4133.2404,9.0686,30.9375,2.4651,0.0974,0.82236,0.82474,0.82779,0.84065,0.8432,0.84149,66.577,106.6351
4133.088,9.0226,30.3103,2.4753,0.0982,0.82112,0.82085,0.81976,0.83847,0.83945,0.83453,66.4802,106.6357
4132.9356,8.9859,28.8564,2.4792,0.0926,0.81983,0.81695,0.81222,0.83633,0.83591,0.82843,66.1647,104.8519
4132.7832,8.9358,28.2592,2.4798,0.09,0.81858,0.81332,0.80576,0.83436,0.83281,0.82361,65.789,103.7231
4132.6308,8.8596,28.4196,2.4754,0.0956,0.81745,0.81018,0.8008,0.83268,0.83035,0.82028,63.7965,101.4912
4132.4784,8.8344,29.8983,2.4718,0.1014,0.81651,0.80769,0.79757,0.83139,0.82866,0.81853,64.936,94.062
4132.326,8.8057,30.7929,2.5187,0.1012,0.81581,0.80596,0.79612,0.83053,0.82778,0.81835,65.9578,95.3445
4132.1736,8.7901,32.2515,2.5335,0.0953,0.81539,0.80499,0.79629,0.83015,0.82768,0.81959,66.0757,94.5472
4132.0212,8.783,43.5706,2.5149,0.097,0.81526,0.80477,0.79777,0.83024,0.82831,0.82198,66.6026,94.542
4131.8688,9.9683,49.7361,2.5134,0.0983,0.81541,0.80519,0.80016,0.83078,0.82953,0.82517,66.5199,98.2632
4131.7164,10.4807,50.9066,2.5715,0.092,0.81583,0.80617,0.80305,0.83171,0.83122,0.82875,66.7051,99.1679
4131.564,10.4597,48.3876,2.5435,0.1072,0.81648,0.80758,0.80607,0.83298,0.83323,0.83232,67.7176,99.4641
4131.4116,10.6501,65.9675,2.5245,0.131,0.81734,0.80931,0.80896,0.83452,0.83545,0.83557,68.1718,102.9103
4131.2592,10.3644,70.8646,2.5095,0.1577,0.81836,0.81125,0.81158,0.83626,0.83775,0.83834,68.3509,103.7598
4131.1068,9.4913,63.198,2.5333,0.1441,0.81952,0.8133,0.81393,0.83814,0.84006,0.8406,68.1636,105.1015
4130.9544,9.3243,37.6563,2.5304,0.1231,0.82077,0.81539,0.81606,0.8401,0.84232,0.84246,67.3097,103.3866
4130.802,9.3305,27.4464,2.5281,0.1102,0.8221,0.81749,0.8181,0.84208,0.84451,0.84408,67.0209,103.1627
4130.6496,9.7369,25.1723,2.5247,0.0976,0.82347,0.81956,0.82015,0.84404,0.84661,0.84564,67.6916,97.7792
4130.4972,10.0571,25.1855,2.5236,0.0937,0.82486,0.82158,0.82228,0.84596,0.84862,0.84728,67.0785,97.2571
4130.3448,10.1131,25.7331,2.527,0.0938,0.82624,0.82352,0.82449,0.84779,0.85054,0.84906,68.1729,100.9437
4130.1924,10.0411,25.0184,2.5149,0.095,0.82761,0.82538,0.82674,0.84952,0.85236,0.85096,67.7684,99.3748
4130.04,9.8152,24.5244,2.5041,0.0965,0.82892,0.82712,0.82892,0.85111,0.85407,0.85289,67.9184,101.612
4129.8876,9.1888,32.1447,2.479,0.0969,0.83015,0.82872,0.83092,0.85256,0.85565,0.85475,68.841,104.647
4129.7352,9.12,65.6916,2.4902,0.0995,0.83129,0.83015,0.83267,0.85383,0.85708,0.85643,69.249,109.7403
4129.5828,9.1268,106.206,2.5705,0.1131,0.83232,0.83136,0.83411,0.85493,0.85832,0.8579,70.3353,108.7136
4129.4304,9.0447,134.5605,2.6768,0.1422,0.83322,0.83232,0.83526,0.85584,0.85935,0.85915,71.4354,106.8467
4129.278,9.0412,131.7928,2.6687,0.1531,0.83398,0.83301,0.83613,0.85657,0.86013,0.86019,71.3998,102.744
4129.1256,8.938,113.2826,2.5754,0.1395,0.83461,0.83341,0.83669,0.85713,0.86065,0.861,71.124,102.1216
4128.9732,8.9061,79.7794,2.5093,0.1164,0.8351,0.8335,0.83688,0.85755,0.86091,0.86153,70.8199,98.0235
4128.8208,8.8643,48.475,2.4834,0.1031,0.83549,0.83331,0.83655,0.85784,0.86091,0.86163,67.4066,95.2407
4128.6684,8.831,26.1226,2.4872,0.0954,0.83577,0.83286,0.83557,0.85805,0.86069,0.86117,66.302,100.5594
4128.516,8.7883,23.1034,2.4912,0.0847,0.83597,0.83221,0.83389,0.85822,0.86032,0.86006,64.4072,103.0259
4128.3636,8.7636,24.5036,2.5013,0.0761,0.83613,0.83146,0.83155,0.85838,0.85989,0.85832,63.6361,104.8584
4128.2112,8.7511,24.6114,2.4942,0.0701,0.83626,0.83071,0.82881,0.85858,0.85952,0.85616,63.5789,104.6038
4128.0588,8.7503,24.7865,2.4869,0.072,0.83638,0.8301,0.82607,0.85885,0.85933,0.85391,63.6487,105.522
4127.9064,8.7512,22.9054,2.4833,0.0767,0.8365,0.82973,0.82384,0.85919,0.85944,0.85206,63.8511,111.2733
4127.754,8.7629,21.9041,2.475,0.0844,0.83664,0.82969,0.82267,0.85962,0.85992,0.85117,64.7556,124.0509
4127.6016,8.7989,20.2851,2.4856,0.0901,0.83679,0.83001,0.82302,0.8601,0.86077,0.85177,65.6833,121.6502
4127.4492,8.8306,18.9104,2.4804,0.1012,0.83695,0.83068,0.82515,0.86062,0.86194,0.85423,67.0241,115.5092
4127.2968,8.8298,19.6711,2.4582,0.0989,0.8371,0.83159,0.82892,0.86112,0.86328,0.85857,67.2357,112.7233
4127.1444,8.8226,25.6658,2.4512,0.1007,0.83723,0.8326,0.83376,0.86156,0.86462,0.86423,66.8998,110.644
4126.992,8.8106,42.7895,2.4332,0.1008,0.83734,0.83355,0.83872,0.86187,0.86573,0.87017,68.1892,109.5449
4126.8396,8.809,57.6244,2.4305,0.1193,0.83742,0.83427,0.84269,0.86201,0.86641,0.87499,68.3948,107.2797
4126.6872,9.1212,68.1261,2.3392,0.156,0.83745,0.83464,0.8448,0.86194,0.8665,0.8774,67.6308,106.5132
4126.5348,9.1371,65.6014,2.2529,0.1872,0.83747,0.83459,0.84468,0.86165,0.86593,0.87672,67.4471,112.9706
4126.3824,9.323,63.0892,2.2487,0.2057,0.83746,0.83415,0.84261,0.86114,0.86475,0.87311,67.3821,114.6504
4126.23,9.6863,66.2414,2.3292,0.1922,0.83747,0.83343,0.83936,0.86043,0.86308,0.86749,68.1986,121.6592
4126.0776,10.0478,76.022,2.403,0.1975,0.8375,0.83256,0.83584,0.85955,0.86113,0.86115,69.9861,121.6867
4125.9252,10.3869,84.7587,2.4641,0.2016,0.83758,0.83174,0.83284,0.85856,0.85912,0.85529,70.3659,122.3854
4125.7728,11.3362,79.6493,2.4332,0.1966,0.83772,0.83113,0.83088,0.85748,0.85727,0.85073,71.0177,122.7991
4125.6204,11.2608,69.2022,2.4056,0.1778,0.83794,0.83087,0.8302,0.85635,0.85574,0.84789,71.7617,122.928
4125.468,11.2061,64.378,2.3469,0.1754,0.83822,0.83102,0.83086,0.8552,0.85463,0.8468,72.4191,115.3548
4125.3156,11.2168,77.3619,2.3295,0.1736,0.83856,0.83157,0.83273,0.85403,0.85395,0.8473,71.5667,111.9481
4125.1632,11.0779,95.098,2.2255,0.1777,0.83893,0.83246,0.83563,0.85282,0.85361,0.84901,70.8973,112.0464
4125.0108,10.8516,110.2087,2.2159,0.1793,0.83931,0.83355,0.83925,0.85155,0.85346,0.85148,69.889,109.0361
4124.8584,9.4969,115.4595,2.2633,0.1816,0.83967,0.83467,0.84313,0.85015,0.8533,0.85416,70.3489,107.2912
4124.706,9.0518,105.7163,2.4502,0.1565,0.84,0.83564,0.84678,0.84859,0.85293,0.85642,69.7736,106.3657
4124.5536,8.9059,77.917,2.4899,0.1283,0.84027,0.83628,0.84968,0.84683,0.85215,0.85772,69.326,105.0412
4124.4012,8.8542,47.5607,2.4819,0.1009,0.84049,0.83648,0.8514,0.84484,0.85081,0.85763,69.3706,108.0131
4124.2488,8.7959,28.3227,2.4964,0.0856,0.8407,0.83616,0.85169,0.84261,0.84885,0.85594,68.5057,111.5724
4124.0964,8.7552,26.309,2.4943,0.0811,0.84093,0.83532,0.85049,0.84019,0.84626,0.85264,68.8846,112.9723
4123.944,8.7548,27.8442,2.487,0.0809,0.84128,0.83405,0.84797,0.83762,0.84314,0.84798,68.2,117.7335
4123.7916,8.7973,29.8128,2.4846,0.08,0.84183,0.8325,0.84444,0.83501,0.83965,0.84237,67.4962,114.8933
4123.6392,8.8423,30.6844,2.4798,0.0845,0.84271,0.8309,0.84029,0.83252,0.83603,0.8363,67.3544,114.7839
4123.4868,8.8736,30.0426,2.4756,0.0914,0.84404,0.82951,0.83593,0.83029,0.83253,0.8303,67.7711,117.2005
4123.3344,8.8412,28.4444,2.4634,0.0952,0.84596,0.82861,0.83176,0.82853,0.82945,0.82484,67.5365,116.5533
4123.182,8.8085,31.2094,2.4551,0.1023,0.84861,0.82848,0.82818,0.82745,0.82708,0.82028,67.537,114.6852
4123.0296,8.8219,29.6982,2.4606,0.1036,0.85212,0.82942,0.82554,0.82724,0.8257,0.81688,66.9515,115.0272
4122.8772,8.8116,31.4394,2.4786,0.1009,0.85661,0.83166,0.82425,0.82813,0.82557,0.81483,66.6097,117.7465
4122.7248,8.8186,29.1552,2.4986,0.0896,0.8622,0.83542,0.82472,0.83029,0.82691,0.81431,65.9768,114.2936
4122.5724,8.8273,41.551,2.5143,0.0931,0.86896,0.84087,0.82743,0.8339,0.82993,0.81554,66.245,114.0516
4122.42,8.82,70.8126,2.5355,0.1114,0.87699,0.84814,0.8329,0.83912,0.83481,0.81885,68.5637,114.5252
4122.2676,8.8413,104.3542,2.5735,0.1502,0.88635,0.85731,0.84161,0.84607,0.84166,0.82464,69.0878,116.2015
4122.1152,8.9246,116.865,2.529,0.1793,0.89708,0.8684,0.85387,0.85487,0.85058,0.83329,69.4857,115.089
4121.9628,9.1414,96.0208,2.4487,0.1587,0.90923,0.88139,0.86963,0.86561,0.86165,0.84501,69.0849,117.6066
4121.8104,9.3835,74.8019,2.4674,0.1256,0.9228,0.8962,0.88844,0.8784,0.87487,0.8597,69.7467,117.0377
4121.658,9.7,61.4132,2.4451,0.1182,0.93782,0.91273,0.90943,0.89333,0.89029,0.87691,67.9193,114.9303
4121.5056,9.6252,54.9795,2.4682,0.1341,0.95429,0.93084,0.93137,0.91048,0.90791,0.89597,66.9176,115.8236
4121.3532,9.5818,42.6061,2.5119,0.135,0.97218,0.95041,0.95312,0.92996,0.9278,0.91613,65.7126,114.4372
4121.2008,9.2498,31.9859,2.5674,0.1201,0.99147,0.97134,0.97396,0.95187,0.95008,0.93695,65.0799,115.6108
4121.0484,9.1032,26.9421,2.5235,0.1034,1.01212,0.9936,0.99395,0.97634,0.97492,0.95857,65.3904,116.2624
4120.896,9.1272,24.6486,2.5047,0.1011,1.03403,1.01716,1.01394,1.00347,1.00257,0.98189,65.7071,116.0353
4120.7436,9.0869,24.3869,2.5056,0.0869,1.05711,1.04205,1.03546,1.03335,1.03329,1.00852,66.5649,114.2478
4120.5912,9.4324,24.6238,2.5114,0.074,1.08119,1.06824,1.06032,1.06607,1.06732,1.04046,66.3083,112.0854
4120.4388,9.0182,28.2304,2.503,0.067,1.10607,1.09567,1.08994,1.10163,1.10481,1.07983,66.5783,111.5146
4120.2864,8.8774,34.2871,2.4818,0.0687,1.13146,1.12408,1.12489,1.14001,1.14574,1.12823,65.8146,111.4388
4120.134,8.8769,47.6685,2.4704,0.0786,1.15701,1.15303,1.1641,1.18108,1.18989,1.18625,66.2399,110.9491
4119.9816,8.8207,47.7812,2.5088,0.0796,1.1824,1.18184,1.20492,1.22462,1.23675,1.25268,65.8732,110.8858
4119.8292,8.8117,42.8277,2.4999,0.0877,1.20688,1.21004,1.24294,1.27028,1.28557,1.32423,66.5276,110.373
4119.6768,8.8116,30.1076,2.4941,0.1107,1.23004,1.23595,1.27234,1.31759,1.33541,1.39573,66.3491,110.7383
4119.5244,9.0667,27.6134,2.5061,0.1104,1.25167,1.25746,1.28865,1.3659,1.38525,1.46145,66.4256,109.9775
4119.372,9.0031,29.2965,2.5331,0.087,1.27111,1.27191,1.28769,1.41447,1.43414,1.51727,66.2092,109.8746
4119.2196,9.1221,37.4415,2.5351,0.0731,1.28796,1.27817,1.26887,1.46235,1.48128,1.56228,66.1404,108.8371
4119.0672,9.1509,49.7918,2.5297,0.0827,1.30196,1.27679,1.23253,1.5085,1.52604,1.59897,65.7781,109.078
4118.9148,9.0465,60.6869,2.554,0.1119,1.31302,1.26421,1.17852,1.55175,1.5683,1.6317,65.9989,109.5518
4118.7624,9.2276,68.3335,2.5491,0.1323,1.32124,1.23925,1.10812,1.5908,1.60793,1.66475,65.5678,109.3701
4118.61,9.1356,74.2337,2.5292,0.1348,1.32697,1.20181,1.02765,1.62434,1.64471,1.70067,66.6937,108.7761
4118.4576,8.9397,68.7486,2.5273,0.1123,1.33077,1.15343,0.94248,1.65108,1.67815,1.74026,65.9341,108.6124
4118.3052,8.8421,51.9422,2.5022,0.0998,1.33339,1.09723,0.86128,1.66991,1.70726,1.78233,65.6568,108.2851
4118.1528,8.9567,33.0074,2.4785,0.0926,1.33566,1.03754,0.79232,1.68002,1.73044,1.824,65.9517,108.294
4118.0004,8.9256,24.4028,2.4629,0.0975,1.33838,0.97911,0.74171,1.68102,1.74559,1.86024,66.4949,107.2426
4117.848,8.8593,25.7182,2.4674,0.0971,1.34219,0.92624,0.71336,1.67311,1.75045,1.88363,66.032,107.2913
4117.6956,8.877,24.8052,2.4636,0.0954,1.3475,0.88237,0.70974,1.65701,1.74312,1.8854,65.9688,107.1844
4117.5432,8.9099,26.4352,2.4655,0.1024,1.35436,0.84985,0.73289,1.63401,1.72279,1.85778,66.3294,107.1893
4117.3908,8.9878,28.4886,2.456,0.1075,1.36248,0.8301,0.78447,1.60578,1.69016,1.79856,66.3836,107.23
4117.2384,8.9151,33.1378,2.4457,0.1106,1.37129,0.82387,0.8646,1.57418,1.64748,1.71324,66.6403,107.7856
4117.086,8.8566,35.1834,2.4434,0.1183,1.38002,0.83138,0.96889,1.54109,1.59827,1.61369,66.4979,107.8118
4116.9336,8.8108,36.1355,2.45,0.1152,1.38786,0.85249,1.08558,1.50824,1.54658,1.51343,65.6404,107.7864
4116.7812,8.7959,33.8419,2.4623,0.1087,1.39411,0.88658,1.19624,1.47707,1.49635,1.42351,66.4635,108.3203
4116.6288,8.7523,31.3173,2.4669,0.0909,1.39832,0.93236,1.28271,1.44868,1.45084,1.35073,66.5012,108.139
4116.4764,8.8213,30.4386,2.4714,0.0867,1.40037,0.9876,1.335,1.42388,1.41234,1.29808,66.1697,108.2468
4116.324,8.8698,30.4386,2.4843,0.0953,1.4003,1.0491,1.35863,1.40306,1.38217,1.26588,66.642,107.0003
4116.1716,8.9199,29.8918,2.4956,0.1102,1.39843,1.11272,1.36112,1.38637,1.36076,1.25292,67.3143,105.7592
4116.0192,8.9578,27.4508,2.5051,0.1175,1.39515,1.1739,1.34819,1.3737,1.34772,1.25712,67.5905,103.9885
4115.8668,8.9566,27.0789,2.5002,0.1155,1.39081,1.22845,1.32056,1.3647,1.34205,1.27564,67.3651,103.7577
