Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
0.81146,0.80209,0.79238,0.82978,0.82796,0.81569,65.5361,109.4714
0.81508,0.80681,0.79802,0.83254,0.83144,0.81942,65.2534,107.697
0.81869,0.8121,0.80582,0.83547,0.83554,0.82537,65.1447,107.0233
0.82219,0.81771,0.81529,0.83848,0.84008,0.83319,64.4404,104.5447
0.82551,0.82336,0.82557,0.84151,0.8448,0.84218,65.3583,103.7164
0.82855,0.82869,0.83546,0.84446,0.84938,0.85135,65.4864,103.7433
0.83125,0.83338,0.84372,0.84721,0.85352,0.85948,65.7413,102.7668
0.83353,0.83715,0.84935,0.84969,0.85695,0.86547,65.7868,102.8102
0.83536,0.83983,0.85186,0.85181,0.85947,0.86862,65.9919,106.1676
0.83673,0.8414,0.85144,0.85353,0.86103,0.86892,66.9269,111.0525
0.83766,0.84193,0.84876,0.85484,0.86167,0.86695,69.0023,114.512
0.83818,0.84162,0.8447,0.85576,0.86154,0.8636,70.5338,115.4241
0.83835,0.84072,0.84012,0.85634,0.86086,0.8598,71.7942,114.9504
0.83823,0.8395,0.83567,0.85665,0.85986,0.85621,72.6,114.5574
0.8379,0.83823,0.83182,0.85676,0.85879,0.85321,72.9134,115.0184
0.83741,0.83715,0.82884,0.85674,0.85786,0.85095,71.2513,107.0241
0.8368,0.83642,0.82694,0.85665,0.85723,0.84951,67.8667,105.955
0.83609,0.83613,0.82628,0.85654,0.85698,0.84896,68.8283,104.4995
0.8353,0.83629,0.82693,0.85641,0.85711,0.84938,66.2207,104.6897
0.83441,0.83684,0.82883,0.85625,0.85759,0.85084,65.3066,106.3781
0.83339,0.83764,0.8318,0.85601,0.85827,0.85328,65.0468,105.9195
0.83221,0.83851,0.83545,0.85564,0.85897,0.85646,64.1178,105.1296
0.83081,0.83921,0.83918,0.85505,0.8595,0.85993,67.4294,107.0973
0.82915,0.83953,0.84228,0.85417,0.85963,0.86304,68.314,107.2791
0.82719,0.83924,0.84401,0.85294,0.85916,0.865,72.3499,107.15
0.82492,0.83815,0.84376,0.85128,0.85793,0.86515,72.22,106.1198
0.82231,0.83617,0.84129,0.84917,0.85587,0.86306,68.755,122.5731
0.81939,0.83326,0.83669,0.84661,0.85296,0.85875,66.6064,129.1202
0.81617,0.82949,0.83042,0.84363,0.84928,0.85266,68.8336,131.2597
0.81272,0.82498,0.82311,0.84026,0.84498,0.84548,66.7375,132.4232
0.80908,0.81991,0.81539,0.83659,0.84026,0.83799,69.2917,125.2071
0.80532,0.81449,0.80781,0.8327,0.83532,0.83083,66.995,122.7695
0.80151,0.80892,0.80075,0.82867,0.83036,0.82443,68.5085,118.5263
0.79771,0.80336,0.79446,0.8246,0.82552,0.81901,68.688,115.4312
0.79397,0.79795,0.78907,0.82054,0.8209,0.81461,68.1815,111.158
0.79034,0.79279,0.78458,0.81658,0.81657,0.81115,68.9551,109.6454
0.78686,0.78793,0.7809,0.81276,0.81254,0.80844,68.2554,109.455
0.78355,0.7834,0.77783,0.80914,0.80878,0.80618,68.2632,109.5456
0.78045,0.77919,0.77508,0.80573,0.80526,0.80402,68.8819,109.2573
0.7776,0.7753,0.77235,0.80259,0.80194,0.80161,68.2384,107.7216
0.77502,0.77174,0.76942,0.79975,0.79882,0.79867,67.1501,105.2227
0.77275,0.76853,0.76616,0.79724,0.79592,0.79511,66.4828,104.9259
0.77082,0.76572,0.76261,0.7951,0.79332,0.79101,66.4728,105.0492
0.76927,0.76337,0.75897,0.79336,0.79112,0.78669,65.7818,105.6931
0.76813,0.76157,0.75556,0.79206,0.78941,0.78262,65.7287,105.3684
0.7674,0.76037,0.75282,0.7912,0.78831,0.77938,65.2961,107.0627
0.76709,0.75982,0.75123,0.79079,0.78789,0.77758,64.6464,109.4013
0.7672,0.75995,0.7512,0.7908,0.78819,0.77774,66.6308,109.9375
0.76769,0.76072,0.7529,0.79121,0.78916,0.78013,68.2224,109.3983
0.76853,0.76204,0.75625,0.79195,0.79072,0.78459,69.364,104.938
0.76968,0.7638,0.76078,0.79295,0.7927,0.79051,69.5562,104.3379
0.77109,0.76582,0.76581,0.79415,0.79492,0.79689,69.3948,104.2072
0.77272,0.76796,0.77055,0.79546,0.79718,0.80258,68.7526,103.1591
0.77453,0.77006,0.7744,0.79684,0.79929,0.80666,69.3935,102.0107
0.77651,0.77202,0.77706,0.79824,0.80113,0.80873,66.3185,100.0629
0.77863,0.77377,0.77856,0.79965,0.80261,0.80895,66.3878,99.3278
0.7809,0.77533,0.77915,0.80108,0.80377,0.8079,65.9771,103.8959
0.78333,0.77678,0.7792,0.80257,0.80466,0.80627,67.4404,106.8239
0.78594,0.77823,0.779,0.80419,0.80544,0.80458,67.4944,102.6139
0.78876,0.77983,0.7788,0.80603,0.80628,0.80318,69.1521,103.5468
0.7918,0.78176,0.77882,0.80816,0.8074,0.8022,69.1454,106.6546
0.7951,0.78418,0.77929,0.81068,0.809,0.80177,69.7671,105.9761
0.79866,0.78727,0.78049,0.81365,0.81129,0.80209,68.7525,107.2052
0.80247,0.79111,0.78275,0.81714,0.81442,0.80346,67.3599,105.3709
0.80652,0.79577,0.78644,0.82116,0.8185,0.80629,66.9379,103.5781
0.81077,0.80123,0.79188,0.82568,0.82355,0.81102,66.9216,100.5878
0.81517,0.80738,0.79924,0.83066,0.82951,0.81797,67.2635,97.1525
0.81966,0.81404,0.80838,0.83599,0.83623,0.82722,67.0284,100.3424
0.82414,0.82098,0.81881,0.84155,0.84347,0.83845,68.4965,103.4267
0.82853,0.82788,0.82968,0.84718,0.8509,0.85086,68.2899,106.5032
0.83272,0.83444,0.8399,0.85272,0.8582,0.86323,67.4524,107.7404
0.83663,0.84035,0.84848,0.85798,0.86498,0.87421,69.7766,107.0072
0.84016,0.84539,0.85476,0.86281,0.87095,0.88268,70.2902,105.8902
0.84323,0.8494,0.85864,0.86705,0.87586,0.88814,63.4318,103.7918
0.8458,0.85233,0.86046,0.8706,0.87959,0.89071,63.7703,101.8782
0.84783,0.85421,0.86087,0.87338,0.88209,0.89105,73.8289,108.2318
0.84931,0.85516,0.86044,0.87537,0.88344,0.88997,73.6526,110.7306
0.85026,0.85531,0.85959,0.87656,0.88375,0.88813,74.9369,113.1929
0.85072,0.85481,0.85845,0.87702,0.88319,0.88592,74.0725,114.9525
0.85073,0.85382,0.85698,0.87682,0.88193,0.88346,77.1198,121.5675
0.85035,0.85247,0.85502,0.87605,0.88016,0.8807,70.8808,124.9101
0.84966,0.85085,0.85245,0.87485,0.87804,0.87756,71.6382,126.4789
0.84872,0.84907,0.84928,0.87332,0.87571,0.87404,69.0975,125.4908
0.84761,0.8472,0.84565,0.87158,0.87331,0.87024,68.6942,131.0388
0.84637,0.84532,0.84187,0.86973,0.87097,0.86641,69.4274,133.6477
0.84507,0.84349,0.83832,0.86786,0.86878,0.86286,68.986,136.5854
0.84374,0.84177,0.83538,0.86603,0.86681,0.85996,70.2133,132.8008
0.84241,0.84019,0.83331,0.8643,0.86511,0.85797,68.2451,123.673
0.84111,0.83877,0.83222,0.86269,0.86369,0.85702,67.575,101.2473
0.83985,0.83751,0.83196,0.86121,0.86251,0.85703,69.3722,97.4847
0.83863,0.83636,0.83222,0.85988,0.86151,0.85772,70.7947,95.091
0.83745,0.8353,0.83263,0.85867,0.86062,0.85866,69.0457,95.6591
0.83631,0.83429,0.83279,0.85759,0.85975,0.85938,68.8435,124.7434
0.83521,0.83329,0.83241,0.85661,0.85885,0.85949,69.5746,150.229
0.83416,0.83232,0.83134,0.85572,0.85788,0.85873,68.4195,159.4078
0.83314,0.83138,0.82966,0.85493,0.85686,0.85706,71.8401,164.3969
0.83217,0.83052,0.82762,0.85422,0.85583,0.85468,72.1553,157.5229
0.83124,0.8298,0.82557,0.85358,0.85485,0.85201,73.8463,143.8041
0.83036,0.82925,0.82393,0.85301,0.85399,0.84953,70.9803,134.5791
0.82951,0.82892,0.82303,0.85251,0.85331,0.84775,68.5932,134.2845
0.82869,0.82882,0.82303,0.85207,0.85284,0.84698,69.47,135.0936
0.82788,0.82892,0.82391,0.85165,0.85259,0.8473,70.9876,138.9196
0.82706,0.82916,0.8254,0.85124,0.8525,0.84853,71.3879,141.1815
0.8262,0.82945,0.82713,0.8508,0.85249,0.85023,71.7339,142.4122
0.82527,0.8297,0.82868,0.8503,0.85247,0.85188,74.0824,140.6873
0.82424,0.82979,0.8297,0.84968,0.85233,0.85301,74.907,137.049
0.82307,0.82964,0.82998,0.84892,0.85195,0.85335,75.3773,138.9256
0.82174,0.82916,0.82946,0.84796,0.85127,0.85282,74.9789,139.3999
0.82021,0.82831,0.82819,0.84678,0.85023,0.85153,74.086,139.6757
0.81847,0.82708,0.82627,0.84535,0.84881,0.84966,74.0928,137.6433
0.81651,0.82547,0.82376,0.84367,0.84701,0.84738,74.1056,139.2289
0.81433,0.82351,0.82079,0.84172,0.84488,0.84479,73.9067,137.318
0.81195,0.82125,0.81748,0.83953,0.84244,0.84192,74.0743,135.1304
0.80937,0.81873,0.81399,0.83711,0.83976,0.8388,74.1664,136.0123
0.80663,0.81599,0.81052,0.83448,0.83689,0.8355,74.661,135.6059
0.80375,0.81306,0.80722,0.83168,0.83387,0.83208,74.0633,135.3513
0.80075,0.80998,0.80416,0.82873,0.83074,0.82862,75.0754,135.7909
0.79766,0.80674,0.80128,0.82567,0.82752,0.82522,74.4819,136.0113
0.79451,0.80336,0.79844,0.82252,0.82425,0.82201,74.71,137.9055
0.79131,0.79983,0.79547,0.8193,0.82091,0.81904,75.1568,139.4688
0.78809,0.79614,0.79222,0.81604,0.81751,0.81629,75.1854,138.7043
0.78486,0.79228,0.78859,0.81274,0.81405,0.81365,75.4424,139.461
0.78164,0.78828,0.78451,0.80943,0.81054,0.81085,74.6069,137.7852
0.77846,0.78417,0.78001,0.80612,0.80697,0.80765,74.5518,138.0276
0.77534,0.77999,0.77516,0.80284,0.8034,0.80387,74.4182,136.5288
0.77232,0.77583,0.77013,0.79961,0.79986,0.79955,73.995,135.5301
0.76943,0.77177,0.7652,0.79646,0.7964,0.79496,73.7137,133.9056
0.76671,0.7679,0.76068,0.7934,0.79308,0.7905,74.1539,135.1839
0.76419,0.76429,0.75686,0.79048,0.78996,0.78656,74.7104,137.3845
0.7619,0.76098,0.75391,0.7877,0.78705,0.78339,75.2157,137.6636
0.75986,0.75803,0.75181,0.7851,0.78439,0.78103,75.2991,139.7458
0.75809,0.75543,0.75041,0.78269,0.78197,0.77932,77.3286,141.5246
0.7566,0.75319,0.74944,0.78049,0.7798,0.77797,76.4433,139.4137
0.75541,0.75127,0.74861,0.77851,0.77785,0.77663,75.7528,135.1834
0.75451,0.74967,0.74771,0.7768,0.77613,0.77506,75.0326,134.4871
0.75393,0.74837,0.74665,0.77538,0.77465,0.77317,73.8647,132.4756
0.75365,0.74738,0.74547,0.77429,0.77343,0.77102,73.1073,129.7424
0.7537,0.7467,0.74431,0.77358,0.77253,0.76884,72.1128,128.9493
0.75409,0.74638,0.7433,0.77328,0.77202,0.76691,71.6315,127.7015
0.75481,0.74647,0.74262,0.77346,0.77197,0.76555,71.4014,127.5506
0.7559,0.74702,0.74244,0.77413,0.77246,0.76499,71.2488,127.5743
0.75734,0.74808,0.74292,0.77531,0.77354,0.76545,71.7374,127.4108
0.75913,0.74968,0.74425,0.777,0.77526,0.76709,71.3748,127.7713
0.76128,0.75187,0.74659,0.77919,0.77762,0.77001,72.0436,128.6053
0.76377,0.75463,0.75004,0.78183,0.78059,0.77419,71.9461,128.0474
0.76657,0.75796,0.75459,0.78486,0.78411,0.77944,71.4136,127.0544
0.76966,0.76179,0.76012,0.78821,0.7881,0.78541,70.7328,113.1126
0.77298,0.76604,0.76638,0.7918,0.79243,0.79166,71.5912,110.2349
0.7765,0.7706,0.7731,0.79555,0.79695,0.7978,71.5404,103.3595
0.78017,0.77533,0.77996,0.79938,0.80154,0.80356,73.5616,103.9492
0.78393,0.78009,0.78661,0.80322,0.80604,0.80886,74.1181,98.5967
0.78775,0.78472,0.79269,0.80702,0.81033,0.81369,74.5899,123.278
0.79158,0.78911,0.79785,0.81075,0.81432,0.81802,74.2235,124.7591
0.79539,0.79317,0.80175,0.81441,0.81796,0.82169,72.3376,124.3282
0.79916,0.79686,0.80419,0.81799,0.82126,0.8245,70.3637,144.0471
0.80288,0.80018,0.80521,0.82154,0.82426,0.82629,66.7096,98.4693
0.80655,0.80322,0.80508,0.8251,0.82709,0.82711,64.5866,91.7972
0.81018,0.80609,0.80428,0.82873,0.82988,0.82726,65.5456,98.0711
0.81377,0.80894,0.80341,0.83248,0.8328,0.8273,67.5466,102.4133
0.81733,0.81195,0.80313,0.83641,0.83605,0.82789,67.6443,112.5864
0.82087,0.81525,0.80395,0.84053,0.83976,0.82965,68.0538,119.9454
0.82438,0.81899,0.80634,0.84486,0.84407,0.83302,68.7498,118.7292
0.82786,0.82321,0.81059,0.84939,0.84901,0.83829,69.3874,121.177
0.83127,0.82789,0.81681,0.85405,0.85454,0.84559,69.4705,118.477
0.8346,0.83294,0.8249,0.85876,0.86051,0.8548,69.1516,123.7822
0.83777,0.83817,0.83441,0.8634,0.86671,0.86551,68.7834,122.0016
0.84075,0.84334,0.84453,0.86784,0.87282,0.87691,68.6118,120.6343
0.84346,0.84816,0.85419,0.87194,0.87852,0.8878,67.3433,121.3894
0.84586,0.85235,0.86219,0.87556,0.88347,0.8968,68.1707,121.4658
0.84789,0.8557,0.8676,0.87858,0.88739,0.90274,67.2899,116.5
0.84953,0.85804,0.86998,0.88093,0.89012,0.90504,66.8976,110.6304
0.85075,0.85933,0.86951,0.88257,0.89159,0.90392,65.7334,110.8172
0.85156,0.8596,0.86688,0.88349,0.89185,0.90024,68.2979,110.7622
0.852,0.859,0.86297,0.88375,0.89108,0.89516,66.0465,110.1107
0.85209,0.85771,0.85864,0.88342,0.88951,0.88971,65.4656,111.4475
0.85188,0.85596,0.85452,0.8826,0.88741,0.88462,65.7973,110.888
0.85145,0.85396,0.85095,0.88142,0.88503,0.88028,65.7479,112.4876
0.85085,0.8519,0.84803,0.88,0.88259,0.87678,66.4971,111.6161
0.85013,0.84992,0.8457,0.87844,0.88026,0.87408,65.8991,111.4415
0.84935,0.84812,0.84388,0.87684,0.87816,0.87211,66.1354,112.2256
0.84854,0.84656,0.8424,0.87529,0.87634,0.87072,66.2765,111.765
0.84775,0.84527,0.84122,0.87383,0.87482,0.86977,66.1528,111.2937
0.847,0.84423,0.84029,0.87252,0.87358,0.86915,66.2144,113.6973
0.84631,0.84342,0.83963,0.87137,0.87258,0.86876,66.0682,110.3308
0.84568,0.84282,0.83922,0.87038,0.87179,0.86851,65.8147,108.2402
0.84513,0.84239,0.839,0.86956,0.87115,0.86835,65.0493,109.1405
0.84465,0.8421,0.83891,0.86887,0.87064,0.86818,65.5448,107.6793
0.84424,0.8419,0.83889,0.86831,0.8702,0.86795,64.8051,107.0987
0.8439,0.84177,0.8389,0.86786,0.86981,0.86762,64.999,108.4406
0.84362,0.84167,0.83895,0.86748,0.86946,0.86721,64.8539,108.9421
0.84341,0.84161,0.83902,0.86718,0.86913,0.86674,65.2161,109.8836
0.84324,0.84156,0.83915,0.86692,0.86883,0.8663,65.0425,110.9929
0.84313,0.84153,0.83935,0.86671,0.86857,0.86598,65.7239,110.8302
0.84305,0.84152,0.83959,0.86654,0.86835,0.86584,66.4297,109.9056
0.84302,0.84153,0.83987,0.86639,0.86818,0.86591,65.9835,108.247
0.84301,0.84154,0.84014,0.86628,0.86805,0.86614,66.4206,107.0038
0.84303,0.84157,0.84035,0.86619,0.86797,0.86637,66.2118,106.6547
0.84308,0.84162,0.84041,0.86613,0.86795,0.86645,66.0969,106.6962
0.84314,0.8417,0.84029,0.86608,0.86797,0.86623,66.0208,106.2966
0.84322,0.8418,0.84003,0.86604,0.86803,0.86569,66.3495,105.5286
0.84331,0.84194,0.83975,0.86602,0.86815,0.86499,66.2313,105.0811
0.84342,0.84212,0.83966,0.86599,0.86829,0.86442,66.0128,104.1783
0.84353,0.84232,0.83998,0.86597,0.86845,0.86434,65.5844,104.0879
0.84365,0.84251,0.8408,0.86594,0.86857,0.86499,65.7636,103.7976
0.84377,0.84266,0.84202,0.86591,0.86863,0.86636,66.3616,103.5754
0.8439,0.84273,0.84333,0.8659,0.86856,0.86814,64.9173,102.3294
0.84403,0.84268,0.84427,0.8659,0.86836,0.86976,64.5505,100.0844
0.84417,0.84251,0.84437,0.86595,0.868,0.87059,64.6318,99.8079
0.84434,0.84225,0.84337,0.86608,0.86754,0.87015,64.9792,99.3127
0.84454,0.84196,0.84132,0.86631,0.86705,0.86833,65.0807,98.7291
0.84478,0.84175,0.83866,0.86668,0.86665,0.86547,64.6286,99.9941
0.84507,0.84174,0.83602,0.86723,0.86648,0.86227,66.5262,101.9516
0.84542,0.84206,0.83409,0.86797,0.86669,0.85956,66.9674,102.893
0.84583,0.84281,0.83342,0.86892,0.86738,0.85812,67.7203,103.2273
0.84627,0.84404,0.83432,0.87005,0.86862,0.85845,67.2831,102.4738
0.84672,0.84574,0.83681,0.87133,0.87041,0.86074,68.2537,102.709
0.84716,0.84783,0.84069,0.87269,0.87266,0.86483,69.7447,104.8156
0.84752,0.85016,0.84556,0.87406,0.8752,0.87027,67.9386,107.1064
0.84776,0.85255,0.85088,0.8753,0.87781,0.8764,70.0715,109.4013
0.84779,0.85476,0.85607,0.87632,0.88023,0.88247,71.4851,113.7649
0.84757,0.85656,0.86049,0.87697,0.88218,0.88769,72.4262,122.0384
0.84702,0.85773,0.86358,0.87715,0.88341,0.89138,71.564,124.2945
0.84611,0.85809,0.86494,0.87674,0.88373,0.89305,71.7899,122.6398
0.84479,0.85755,0.86438,0.87569,0.88301,0.8925,71.0229,120.2649
0.84305,0.85605,0.86195,0.87396,0.88123,0.88977,70.1702,118.9108
0.84091,0.8536,0.8579,0.87154,0.87842,0.88516,69.4433,115.3904
0.83839,0.85028,0.85258,0.86851,0.87471,0.87913,68.3563,113.3273
0.83554,0.84622,0.84637,0.86492,0.87025,0.87217,68.3468,113.6398
0.83243,0.84158,0.83966,0.8609,0.86526,0.86476,68.6639,110.7786
0.82914,0.83653,0.83275,0.85658,0.85994,0.85733,67.9297,110.7953
0.82575,0.83125,0.82594,0.85209,0.85451,0.85017,67.0723,111.1221
0.82234,0.82593,0.81944,0.84759,0.84915,0.84352,66.3545,112.4874
0.81899,0.82074,0.81341,0.8432,0.84403,0.83753,65.7953,112.0998
0.81578,0.81581,0.80794,0.83905,0.83928,0.83228,65.7602,112.4196
0.81278,0.81129,0.80308,0.83525,0.83501,0.82781,65.7982,111.703
0.81004,0.80727,0.79885,0.83187,0.8313,0.82413,66.0484,108.6083
0.80761,0.80384,0.79523,0.82899,0.8282,0.8212,66.231,105.6572
0.80552,0.80105,0.79226,0.82665,0.82574,0.81897,65.906,105.6381
0.8038,0.79894,0.78996,0.82486,0.82394,0.81737,66.3715,105.0068
0.80244,0.79753,0.78842,0.82362,0.82278,0.81633,65.5559,104.238
0.80144,0.79682,0.78774,0.82291,0.82225,0.81583,66.0884,102.5358
0.80078,0.79676,0.78802,0.82267,0.82233,0.81593,65.6949,99.9206
0.80043,0.79729,0.78934,0.82285,0.82294,0.81671,66.2627,99.6691
0.80034,0.79831,0.79172,0.82337,0.824,0.81828,65.0688,100.9948
0.80046,0.79969,0.795,0.82413,0.82541,0.82069,65.6999,101.5174
0.80074,0.80128,0.79889,0.82505,0.82702,0.82383,65.9462,102.0676
0.80111,0.80291,0.80293,0.82603,0.8287,0.82742,66.3081,102.6237
0.80152,0.80443,0.80659,0.82697,0.83028,0.83101,66.4737,102.8274
0.80192,0.80568,0.80936,0.82779,0.83161,0.83404,66.2955,101.9346
0.80225,0.80655,0.81091,0.82844,0.83258,0.83605,67.466,99.273
0.80249,0.80698,0.81115,0.82884,0.8331,0.83677,67.5703,96.2027
0.80262,0.80695,0.81023,0.82899,0.83316,0.83623,68.1942,99.5654
0.80261,0.80648,0.80852,0.82886,0.83275,0.83472,68.4371,97.94
0.80248,0.80563,0.80644,0.82846,0.83193,0.83269,68.977,98.3027
0.80222,0.80447,0.80438,0.82782,0.83078,0.83058,69.6666,100.7169
0.80187,0.8031,0.80257,0.82699,0.82937,0.82868,67.4897,101.1792
0.80144,0.80159,0.80103,0.82602,0.82779,0.82708,68.8431,101.7092
0.80098,0.80002,0.79964,0.82497,0.82612,0.82567,68.4031,103.1171
0.80053,0.79847,0.79814,0.82392,0.82443,0.82419,69.6311,100.8309
0.80012,0.797,0.79633,0.82293,0.8228,0.8224,67.9176,107.7537
0.79981,0.7957,0.7941,0.82209,0.82132,0.82015,68.0647,113.4924
0.79963,0.79468,0.79156,0.82144,0.8201,0.81755,67.1739,122.0633
0.79962,0.79404,0.78907,0.82105,0.81924,0.8149,67.5296,126.2732
0.79981,0.79385,0.78709,0.82097,0.81883,0.81271,69.1621,134.959
0.80019,0.79421,0.78613,0.8212,0.81895,0.81147,68.344,135.2821
0.80077,0.79515,0.78654,0.82176,0.81966,0.81159,68.7115,133.5303
0.80152,0.79667,0.78842,0.82262,0.82093,0.81324,69.7452,127.0505
0.80242,0.7987,0.79162,0.82374,0.82272,0.81632,69.171,124.2584
0.80342,0.80113,0.7958,0.82505,0.82492,0.82046,67.9755,120.0678
0.80445,0.80381,0.8005,0.82646,0.82737,0.82517,67.2841,117.128
0.80545,0.80653,0.80529,0.8279,0.82988,0.82991,66.7814,116.1593
0.80637,0.80911,0.80985,0.82924,0.83225,0.83421,66.2655,113.905
0.80713,0.81134,0.8139,0.8304,0.8343,0.83775,65.981,115.4949
0.80768,0.81306,0.81721,0.8313,0.83586,0.8403,66.0448,115.8689
0.80799,0.81415,0.81952,0.83186,0.83681,0.84172,66.3501,115.925
0.80802,0.81457,0.82058,0.83204,0.8371,0.8419,65.9868,118.3425
0.80778,0.8143,0.82022,0.83183,0.83672,0.84079,66.6461,117.4103
0.80726,0.8134,0.81847,0.83123,0.83573,0.83849,66.5414,116.008
0.8065,0.81198,0.81559,0.83028,0.83422,0.83527,66.5662,115.7419
0.80551,0.81014,0.81201,0.82902,0.83231,0.83156,66.4595,115.3389
0.80434,0.80802,0.80819,0.82752,0.83014,0.82784,66.5031,114.121
0.80303,0.80574,0.80452,0.82585,0.82784,0.8245,66.7787,111.9404
0.80163,0.8034,0.80118,0.82407,0.82551,0.82173,66.7596,110.8723
0.80017,0.80111,0.79822,0.82225,0.82326,0.81952,66.9436,110.8415
0.79869,0.7989,0.79556,0.82046,0.82113,0.81769,66.8188,111.2619
0.79724,0.79685,0.7931,0.81873,0.81917,0.81601,66.1692,111.0967
0.79583,0.79496,0.79081,0.81711,0.81741,0.81433,65.3379,111.097
0.79449,0.79327,0.7887,0.81564,0.81585,0.81262,66.5657,111.4693
0.79324,0.79178,0.78685,0.81433,0.81451,0.81096,66.9411,111.4254
0.7921,0.79051,0.78538,0.8132,0.81339,0.80951,66.2695,111.7593
0.79107,0.78946,0.78437,0.81225,0.8125,0.80843,66.2595,111.0902
0.79017,0.78864,0.78384,0.81148,0.81182,0.80784,66.4959,111.2763
0.78937,0.78802,0.78374,0.81087,0.81135,0.80775,66.2894,110.7376
0.78869,0.7876,0.78397,0.8104,0.81107,0.80806,66.6872,110.9539
0.78811,0.78733,0.78437,0.81005,0.81093,0.80864,66.412,110.8047
0.78762,0.78718,0.7848,0.80979,0.8109,0.80929,66.4316,110.9106
0.7872,0.78711,0.78516,0.8096,0.81092,0.80986,66.4693,110.697
0.78683,0.78708,0.78538,0.80946,0.81096,0.81025,66.4347,110.5796
0.78651,0.78706,0.78548,0.80933,0.81098,0.81042,66.4457,110.185
0.78624,0.78701,0.78547,0.8092,0.81095,0.81037,66.2653,109.9082
0.78598,0.78693,0.78541,0.80906,0.81088,0.81014,66.2481,109.5456
0.78575,0.78679,0.78534,0.8089,0.81075,0.80977,66.4695,108.977
0.78554,0.7866,0.7853,0.80872,0.81058,0.80933,66.1526,108.3491
0.78534,0.78636,0.78528,0.80852,0.81036,0.80888,66.4475,108.3935
0.78515,0.78607,0.78524,0.80831,0.81012,0.80845,66.2135,108.8691
0.78497,0.78573,0.78511,0.8081,0.80986,0.80807,66.3937,108.8586
0.7848,0.78535,0.78481,0.80791,0.8096,0.80772,66.5251,109.1416
0.78465,0.78495,0.78427,0.80776,0.80933,0.80738,66.3104,109.729
0.78453,0.78452,0.78349,0.80767,0.8091,0.80702,66.33,109.9343
0.78444,0.78409,0.7825,0.80767,0.8089,0.80665,66.2008,110.2909
0.78439,0.7837,0.78141,0.80778,0.80879,0.80632,65.5397,109.4603
0.7844,0.78335,0.7803,0.80803,0.8088,0.80606,65.4033,109.7287
0.78446,0.78309,0.77922,0.80844,0.80894,0.80593,65.3649,109.6742
0.7846,0.78294,0.77823,0.80903,0.80927,0.80591,65.6662,108.5663
0.7848,0.78295,0.77737,0.80979,0.80982,0.80595,65.8626,108.0315
0.78506,0.78318,0.77671,0.81073,0.81066,0.80601,66.3449,108.3042
0.78537,0.78369,0.77636,0.81181,0.81181,0.8061,66.4846,109.113
0.78571,0.78451,0.77645,0.81301,0.8133,0.80637,66.5303,108.9829
0.78606,0.78562,0.77722,0.81427,0.81511,0.80714,66.6189,109.8595
0.78638,0.78698,0.77899,0.81552,0.81716,0.80892,66.2269,110.0334
0.78663,0.78846,0.78203,0.81667,0.81932,0.81223,66.2754,109.7438
0.78677,0.7899,0.78636,0.81763,0.82139,0.81732,66.0248,109.8937
0.78678,0.79109,0.79161,0.81833,0.82314,0.82384,65.8812,109.6446
0.78663,0.7918,0.79688,0.81866,0.82432,0.83075,65.9597,109.9286
0.7863,0.79186,0.80091,0.81857,0.82472,0.8364,65.8938,109.7592
0.78579,0.79113,0.80251,0.81804,0.82418,0.83913,65.7158,109.4228
0.78513,0.78962,0.80105,0.81705,0.82266,0.83787,65.7644,108.6545
0.78433,0.78741,0.79675,0.81564,0.82025,0.83268,65.4229,108.6419
0.78345,0.78471,0.79057,0.8139,0.81713,0.82468,65.1272,108.1044
0.78254,0.78177,0.78377,0.81191,0.8136,0.81554,64.3201,108.0279
0.78167,0.77889,0.77749,0.8098,0.80995,0.80683,64.8777,107.632
0.78089,0.77634,0.77245,0.8077,0.8065,0.7996,64.7896,107.3813
0.78028,0.77435,0.76896,0.80573,0.80351,0.79435,64.9342,106.4157
0.77986,0.77304,0.76707,0.80402,0.80118,0.7911,65.9423,106.6575
0.77968,0.7725,0.76664,0.80263,0.7996,0.78966,66.0451,106.7736
0.77975,0.7727,0.76751,0.80164,0.79881,0.78975,65.7823,107.0776
0.78007,0.77359,0.76951,0.80106,0.79876,0.79111,65.7277,105.5077
0.78063,0.77502,0.77239,0.80089,0.79935,0.79342,65.617,104.0326
0.78139,0.77687,0.77585,0.80109,0.80045,0.79635,65.2673,104.1826
0.78233,0.77895,0.7796,0.80161,0.80189,0.79956,65.1359,107.3596
0.78338,0.78112,0.78335,0.80237,0.80353,0.80273,65.3108,110.1324
0.78452,0.78323,0.78682,0.80329,0.80523,0.80562,65.3797,111.1207
0.78569,0.78516,0.7898,0.8043,0.80685,0.80805,65.3331,112.4864
0.78686,0.78682,0.79213,0.80532,0.8083,0.80992,65.8135,110.1019
0.788,0.78812,0.79375,0.80631,0.8095,0.81122,65.9565,109.2917
0.78909,0.78904,0.7946,0.80723,0.81043,0.81198,66.1222,108.6188
0.79012,0.7896,0.79473,0.80806,0.81107,0.81225,66.3968,109.3466
0.79109,0.78984,0.79418,0.80882,0.81148,0.81209,66.3692,108.0469
0.79202,0.78982,0.79306,0.80953,0.81171,0.81159,66.401,108.0708
0.79292,0.78965,0.79152,0.81024,0.81185,0.81084,66.7081,108.5022
