Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
0.79383,0.78944,0.78973,0.81099,0.81201,0.80999,66.6332,108.0632
0.79477,0.78931,0.78792,0.81186,0.81229,0.80921,67.0694,108.3619
0.79579,0.78939,0.78633,0.8129,0.81279,0.80871,67.0073,108.3211
0.79693,0.78979,0.78521,0.81417,0.81361,0.8087,66.4822,108.2807
0.79821,0.79062,0.78478,0.81571,0.81485,0.80936,66.12,107.6202
0.79966,0.79194,0.78521,0.81754,0.81654,0.81084,65.9213,107.3177
0.8013,0.7938,0.78657,0.81968,0.81871,0.81317,65.9113,107.5311
0.80314,0.7962,0.78884,0.82212,0.82137,0.8163,65.9303,107.0033
0.80516,0.79914,0.79193,0.82482,0.82448,0.82009,65.8245,106.0891
0.80736,0.80258,0.79573,0.82772,0.82797,0.82433,66.2095,105.852
0.80967,0.80645,0.80014,0.83075,0.83178,0.82884,67.0735,106.5545
0.81206,0.81065,0.80512,0.83382,0.83578,0.83351,66.9911,107.3159
0.81446,0.81503,0.81075,0.83681,0.83983,0.83833,66.6903,107.2746
0.81678,0.81944,0.81706,0.83962,0.84377,0.84336,66.3205,106.9474
0.81895,0.82367,0.82398,0.84212,0.8474,0.84861,65.4214,105.8029
0.82087,0.82749,0.83121,0.8442,0.85052,0.8539,64.9778,104.3644
0.82247,0.83067,0.83812,0.84577,0.85292,0.85875,64.6735,103.2591
0.82369,0.83298,0.84387,0.84674,0.85442,0.86248,65.0217,102.8027
0.82448,0.83426,0.84759,0.84707,0.85489,0.86433,65.2661,102.5688
0.82483,0.83439,0.84861,0.84678,0.85428,0.86376,65.9357,103.2532
0.82474,0.83337,0.8467,0.8459,0.85263,0.86065,66.9453,104.0325
0.82425,0.83128,0.84212,0.8445,0.85008,0.85539,66.9288,105.8228
0.82343,0.82832,0.83553,0.84271,0.84684,0.84871,66.4951,106.2558
0.82236,0.82474,0.82779,0.84065,0.8432,0.84149,66.577,106.6351
0.82112,0.82085,0.81976,0.83847,0.83945,0.83453,66.4802,106.6357
0.81983,0.81695,0.81222,0.83633,0.83591,0.82843,66.1647,104.8519
0.81858,0.81332,0.80576,0.83436,0.83281,0.82361,65.789,103.7231
0.81745,0.81018,0.8008,0.83268,0.83035,0.82028,63.7965,101.4912
0.81651,0.80769,0.79757,0.83139,0.82866,0.81853,64.936,94.062
0.81581,0.80596,0.79612,0.83053,0.82778,0.81835,65.9578,95.3445
0.81539,0.80499,0.79629,0.83015,0.82768,0.81959,66.0757,94.5472
0.81526,0.80477,0.79777,0.83024,0.82831,0.82198,66.6026,94.542
0.81541,0.80519,0.80016,0.83078,0.82953,0.82517,66.5199,98.2632
0.81583,0.80617,0.80305,0.83171,0.83122,0.82875,66.7051,99.1679
0.81648,0.80758,0.80607,0.83298,0.83323,0.83232,67.7176,99.4641
0.81734,0.80931,0.80896,0.83452,0.83545,0.83557,68.1718,102.9103
0.81836,0.81125,0.81158,0.83626,0.83775,0.83834,68.3509,103.7598
0.81952,0.8133,0.81393,0.83814,0.84006,0.8406,68.1636,105.1015
0.82077,0.81539,0.81606,0.8401,0.84232,0.84246,67.3097,103.3866
0.8221,0.81749,0.8181,0.84208,0.84451,0.84408,67.0209,103.1627
0.82347,0.81956,0.82015,0.84404,0.84661,0.84564,67.6916,97.7792
0.82486,0.82158,0.82228,0.84596,0.84862,0.84728,67.0785,97.2571
0.82624,0.82352,0.82449,0.84779,0.85054,0.84906,68.1729,100.9437
0.82761,0.82538,0.82674,0.84952,0.85236,0.85096,67.7684,99.3748
0.82892,0.82712,0.82892,0.85111,0.85407,0.85289,67.9184,101.612
0.83015,0.82872,0.83092,0.85256,0.85565,0.85475,68.841,104.647
0.83129,0.83015,0.83267,0.85383,0.85708,0.85643,69.249,109.7403
0.83232,0.83136,0.83411,0.85493,0.85832,0.8579,70.3353,108.7136
0.83322,0.83232,0.83526,0.85584,0.85935,0.85915,71.4354,106.8467
0.83398,0.83301,0.83613,0.85657,0.86013,0.86019,71.3998,102.744
0.83461,0.83341,0.83669,0.85713,0.86065,0.861,71.124,102.1216
0.8351,0.8335,0.83688,0.85755,0.86091,0.86153,70.8199,98.0235
0.83549,0.83331,0.83655,0.85784,0.86091,0.86163,67.4066,95.2407
0.83577,0.83286,0.83557,0.85805,0.86069,0.86117,66.302,100.5594
0.83597,0.83221,0.83389,0.85822,0.86032,0.86006,64.4072,103.0259
0.83613,0.83146,0.83155,0.85838,0.85989,0.85832,63.6361,104.8584
0.83626,0.83071,0.82881,0.85858,0.85952,0.85616,63.5789,104.6038
0.83638,0.8301,0.82607,0.85885,0.85933,0.85391,63.6487,105.522
0.8365,0.82973,0.82384,0.85919,0.85944,0.85206,63.8511,111.2733
0.83664,0.82969,0.82267,0.85962,0.85992,0.85117,64.7556,124.0509
0.83679,0.83001,0.82302,0.8601,0.86077,0.85177,65.6833,121.6502
0.83695,0.83068,0.82515,0.86062,0.86194,0.85423,67.0241,115.5092
0.8371,0.83159,0.82892,0.86112,0.86328,0.85857,67.2357,112.7233
0.83723,0.8326,0.83376,0.86156,0.86462,0.86423,66.8998,110.644
0.83734,0.83355,0.83872,0.86187,0.86573,0.87017,68.1892,109.5449
0.83742,0.83427,0.84269,0.86201,0.86641,0.87499,68.3948,107.2797
0.83745,0.83464,0.8448,0.86194,0.8665,0.8774,67.6308,106.5132
0.83747,0.83459,0.84468,0.86165,0.86593,0.87672,67.4471,112.9706
0.83746,0.83415,0.84261,0.86114,0.86475,0.87311,67.3821,114.6504
0.83747,0.83343,0.83936,0.86043,0.86308,0.86749,68.1986,121.6592
0.8375,0.83256,0.83584,0.85955,0.86113,0.86115,69.9861,121.6867
0.83758,0.83174,0.83284,0.85856,0.85912,0.85529,70.3659,122.3854
0.83772,0.83113,0.83088,0.85748,0.85727,0.85073,71.0177,122.7991
0.83794,0.83087,0.8302,0.85635,0.85574,0.84789,71.7617,122.928
0.83822,0.83102,0.83086,0.8552,0.85463,0.8468,72.4191,115.3548
0.83856,0.83157,0.83273,0.85403,0.85395,0.8473,71.5667,111.9481
0.83893,0.83246,0.83563,0.85282,0.85361,0.84901,70.8973,112.0464
0.83931,0.83355,0.83925,0.85155,0.85346,0.85148,69.889,109.0361
0.83967,0.83467,0.84313,0.85015,0.8533,0.85416,70.3489,107.2912
0.84,0.83564,0.84678,0.84859,0.85293,0.85642,69.7736,106.3657
0.84027,0.83628,0.84968,0.84683,0.85215,0.85772,69.326,105.0412
0.84049,0.83648,0.8514,0.84484,0.85081,0.85763,69.3706,108.0131
0.8407,0.83616,0.85169,0.84261,0.84885,0.85594,68.5057,111.5724
0.84093,0.83532,0.85049,0.84019,0.84626,0.85264,68.8846,112.9723
0.84128,0.83405,0.84797,0.83762,0.84314,0.84798,68.2,117.7335
0.84183,0.8325,0.84444,0.83501,0.83965,0.84237,67.4962,114.8933
0.84271,0.8309,0.84029,0.83252,0.83603,0.8363,67.3544,114.7839
0.84404,0.82951,0.83593,0.83029,0.83253,0.8303,67.7711,117.2005
0.84596,0.82861,0.83176,0.82853,0.82945,0.82484,67.5365,116.5533
0.84861,0.82848,0.82818,0.82745,0.82708,0.82028,67.537,114.6852
0.85212,0.82942,0.82554,0.82724,0.8257,0.81688,66.9515,115.0272
0.85661,0.83166,0.82425,0.82813,0.82557,0.81483,66.6097,117.7465
0.8622,0.83542,0.82472,0.83029,0.82691,0.81431,65.9768,114.2936
0.86896,0.84087,0.82743,0.8339,0.82993,0.81554,66.245,114.0516
0.87699,0.84814,0.8329,0.83912,0.83481,0.81885,68.5637,114.5252
0.88635,0.85731,0.84161,0.84607,0.84166,0.82464,69.0878,116.2015
0.89708,0.8684,0.85387,0.85487,0.85058,0.83329,69.4857,115.089
0.90923,0.88139,0.86963,0.86561,0.86165,0.84501,69.0849,117.6066
0.9228,0.8962,0.88844,0.8784,0.87487,0.8597,69.7467,117.0377
0.93782,0.91273,0.90943,0.89333,0.89029,0.87691,67.9193,114.9303
0.95429,0.93084,0.93137,0.91048,0.90791,0.89597,66.9176,115.8236
0.97218,0.95041,0.95312,0.92996,0.9278,0.91613,65.7126,114.4372
0.99147,0.97134,0.97396,0.95187,0.95008,0.93695,65.0799,115.6108
1.01212,0.9936,0.99395,0.97634,0.97492,0.95857,65.3904,116.2624
1.03403,1.01716,1.01394,1.00347,1.00257,0.98189,65.7071,116.0353
1.05711,1.04205,1.03546,1.03335,1.03329,1.00852,66.5649,114.2478
1.08119,1.06824,1.06032,1.06607,1.06732,1.04046,66.3083,112.0854
1.10607,1.09567,1.08994,1.10163,1.10481,1.07983,66.5783,111.5146
1.13146,1.12408,1.12489,1.14001,1.14574,1.12823,65.8146,111.4388
1.15701,1.15303,1.1641,1.18108,1.18989,1.18625,66.2399,110.9491
1.1824,1.18184,1.20492,1.22462,1.23675,1.25268,65.8732,110.8858
1.20688,1.21004,1.24294,1.27028,1.28557,1.32423,66.5276,110.373
1.23004,1.23595,1.27234,1.31759,1.33541,1.39573,66.3491,110.7383
1.25167,1.25746,1.28865,1.3659,1.38525,1.46145,66.4256,109.9775
1.27111,1.27191,1.28769,1.41447,1.43414,1.51727,66.2092,109.8746
1.28796,1.27817,1.26887,1.46235,1.48128,1.56228,66.1404,108.8371
1.30196,1.27679,1.23253,1.5085,1.52604,1.59897,65.7781,109.078
1.31302,1.26421,1.17852,1.55175,1.5683,1.6317,65.9989,109.5518
1.32124,1.23925,1.10812,1.5908,1.60793,1.66475,65.5678,109.3701
1.32697,1.20181,1.02765,1.62434,1.64471,1.70067,66.6937,108.7761
1.33077,1.15343,0.94248,1.65108,1.67815,1.74026,65.9341,108.6124
1.33339,1.09723,0.86128,1.66991,1.70726,1.78233,65.6568,108.2851
1.33566,1.03754,0.79232,1.68002,1.73044,1.824,65.9517,108.294
1.33838,0.97911,0.74171,1.68102,1.74559,1.86024,66.4949,107.2426
1.34219,0.92624,0.71336,1.67311,1.75045,1.88363,66.032,107.2913
1.3475,0.88237,0.70974,1.65701,1.74312,1.8854,65.9688,107.1844
1.35436,0.84985,0.73289,1.63401,1.72279,1.85778,66.3294,107.1893
1.36248,0.8301,0.78447,1.60578,1.69016,1.79856,66.3836,107.23
1.37129,0.82387,0.8646,1.57418,1.64748,1.71324,66.6403,107.7856
1.38002,0.83138,0.96889,1.54109,1.59827,1.61369,66.4979,107.8118
1.38786,0.85249,1.08558,1.50824,1.54658,1.51343,65.6404,107.7864
1.39411,0.88658,1.19624,1.47707,1.49635,1.42351,66.4635,108.3203
1.39832,0.93236,1.28271,1.44868,1.45084,1.35073,66.5012,108.139
1.40037,0.9876,1.335,1.42388,1.41234,1.29808,66.1697,108.2468
1.4003,1.0491,1.35863,1.40306,1.38217,1.26588,66.642,107.0003
1.39843,1.11272,1.36112,1.38637,1.36076,1.25292,67.3143,105.7592
1.39515,1.1739,1.34819,1.3737,1.34772,1.25712,67.5905,103.9885
1.39081,1.22845,1.32056,1.3647,1.34205,1.27564,67.3651,103.7577
1.38573,1.27338,1.27725,1.35891,1.34227,1.30483,68.5696,107.5748
1.37999,1.30715,1.22573,1.35568,1.34654,1.3399,68.6813,110.1727
1.3739,1.32954,1.17362,1.35436,1.35295,1.37501,67.8916,110.9174
1.36718,1.34244,1.13043,1.35422,1.35964,1.40381,69.2339,113.2388
1.3596,1.34786,1.10347,1.35458,1.36512,1.42079,68.9034,114.4486
1.35148,1.34764,1.09588,1.35478,1.36835,1.42308,69.34,114.5588
1.34275,1.34219,1.10654,1.35429,1.36891,1.41166,69.9964,113.1585
1.33336,1.33197,1.13077,1.35266,1.36693,1.39083,71.2559,114.1639
1.32333,1.3214,1.162,1.34955,1.36266,1.36657,71.6881,113.6478
1.31266,1.31099,1.19381,1.3447,1.35673,1.3444,71.5665,114.0311
1.30135,1.30101,1.22164,1.33795,1.34964,1.32807,71.2642,114.4191
1.28937,1.29155,1.24364,1.32915,1.34165,1.31903,70.7142,116.6095
1.27669,1.28242,1.25993,1.31821,1.33267,1.31665,70.6022,126.1687
1.26322,1.27325,1.27155,1.30506,1.32232,1.31872,71.8158,130.5784
1.2489,1.2635,1.28034,1.28965,1.31003,1.32201,72.0953,131.8666
1.23367,1.25264,1.28325,1.27202,1.29512,1.32288,72.5555,131.7248
1.21753,1.2401,1.28151,1.25227,1.27706,1.31769,72.6121,131.716
1.20054,1.22551,1.2738,1.2306,1.25556,1.30357,72.2531,129.4307
1.18281,1.20873,1.25864,1.20731,1.23072,1.27906,71.5817,120.9373
1.16451,1.18993,1.23558,1.18281,1.20308,1.24461,70.5402,118.6212
1.1459,1.16956,1.2057,1.15758,1.17351,1.20254,69.3145,114.6658
1.12721,1.14816,1.17147,1.13213,1.14305,1.15655,67.7997,111.6249
1.10873,1.12643,1.13609,1.10699,1.11281,1.11072,67.1372,108.5616
1.09072,1.10512,1.10257,1.08265,1.08377,1.06853,66.2447,106.7654
1.07339,1.08483,1.07299,1.05954,1.05672,1.03226,66.3098,106.1718
1.05694,1.066,1.04825,1.03801,1.0322,1.00284,65.4711,106.5259
1.04153,1.04888,1.02821,1.01833,1.01051,0.98005,65.7416,106.9045
1.02726,1.0336,1.01199,1.00066,0.99174,0.96288,65.3428,108.0489
1.01419,1.02013,0.99845,0.98509,0.97581,0.94997,64.4789,107.2001
1.00234,1.0083,0.98656,0.97163,0.96255,0.94003,65.1553,104.4148
0.99171,0.99794,0.97565,0.96021,0.95172,0.93211,64.5744,100.9141
0.98225,0.98885,0.9655,0.95073,0.94305,0.92571,65.3234,100.1203
0.97389,0.98085,0.9562,0.94303,0.9363,0.9207,65.3981,100.5069
0.96653,0.97381,0.94815,0.93693,0.93121,0.91716,66.4279,101.5128
0.96008,0.96762,0.94168,0.93221,0.92756,0.91518,67.3283,105.9236
0.95439,0.96221,0.93701,0.92865,0.92512,0.91474,67.163,112.1492
0.94936,0.95751,0.93419,0.92603,0.92365,0.91567,66.6193,113.1646
0.94485,0.95343,0.93307,0.92411,0.92292,0.9177,66.3546,113.4
0.94073,0.94983,0.93327,0.92268,0.92266,0.92043,66.6716,111.4301
0.93691,0.9466,0.93427,0.92155,0.92261,0.9234,65.1461,109.5737
0.93328,0.94357,0.93545,0.92053,0.92252,0.92607,65.1649,104.4624
0.92977,0.94059,0.93617,0.91948,0.92218,0.92794,65.4752,100.6468
0.92632,0.93752,0.93589,0.91829,0.92143,0.92856,65.1367,99.4887
0.92289,0.93427,0.93427,0.91688,0.92016,0.92767,65.5855,100.6326
0.91948,0.93076,0.93122,0.91521,0.91833,0.92522,67.382,102.5738
0.91608,0.92698,0.92688,0.91329,0.91596,0.92141,68.7849,107.7752
0.91269,0.92295,0.92155,0.91115,0.91315,0.91662,69.2751,110.549
0.90936,0.91874,0.91556,0.90886,0.91003,0.91127,69.7194,111.9129
0.9061,0.91443,0.90921,0.9065,0.90674,0.9058,70.9505,119.0138
0.90297,0.91014,0.90277,0.90417,0.90347,0.90055,72.7335,121.7707
0.9,0.90599,0.89645,0.90197,0.90038,0.89577,73.6781,123.9067
0.89723,0.90211,0.8905,0.9,0.89763,0.89167,74.8489,125.6052
0.8947,0.89862,0.88517,0.89836,0.89535,0.88839,75.4379,125.9939
0.89244,0.89562,0.88068,0.8971,0.89367,0.88604,74.8729,127.0825
0.89047,0.89321,0.87723,0.89629,0.89265,0.88471,75.4154,125.137
0.88881,0.89143,0.87497,0.89593,0.89234,0.88441,72.1982,123.4181
0.88744,0.89033,0.87393,0.896,0.89275,0.88513,69.3732,120.0537
0.88633,0.88987,0.87413,0.89647,0.89382,0.88684,67.8852,118.9642
0.88547,0.88999,0.87551,0.89726,0.89547,0.8895,67.4721,114.3328
0.88479,0.89059,0.87795,0.89826,0.89756,0.89304,67.2234,113.6628
0.88424,0.8915,0.88126,0.89936,0.89991,0.89735,66.1726,113.5428
0.88377,0.89253,0.88511,0.90043,0.90229,0.90218,66.0751,112.2326
0.88331,0.89344,0.88908,0.90135,0.90446,0.90715,66.0764,113.3871
0.88281,0.89401,0.89264,0.90199,0.90618,0.91174,65.8587,110.8968
0.88222,0.89406,0.89523,0.90228,0.90723,0.91532,65.6326,109.7536
0.88152,0.89342,0.89631,0.90214,0.90744,0.9173,65.1989,109.7129
0.88067,0.89203,0.89551,0.90155,0.90674,0.9172,65.7729,108.6237
0.8797,0.8899,0.8927,0.90053,0.90512,0.91482,65.1832,107.0078
0.8786,0.88712,0.88803,0.89912,0.9027,0.91026,65.7806,107.0898
0.87742,0.88388,0.88192,0.89741,0.89968,0.90397,66.458,104.7823
0.87619,0.88041,0.87501,0.89551,0.89632,0.89666,66.0265,107.0162
0.87496,0.87696,0.86808,0.89352,0.89292,0.88918,66.5294,109.8867
0.8738,0.87378,0.86191,0.89156,0.88976,0.88238,65.9284,109.3572
0.87273,0.87107,0.85719,0.88974,0.88711,0.87699,65.5475,107.9955
0.8718,0.869,0.85444,0.88814,0.88512,0.87355,68.0405,105.9356
0.87105,0.8676,0.85392,0.88682,0.88388,0.87232,66.2146,104.0273
0.87047,0.86685,0.85556,0.88583,0.88339,0.87326,66.0521,102.5892
0.87008,0.86665,0.85891,0.88517,0.88353,0.87605,67.0476,101.266
0.86987,0.86686,0.86321,0.88485,0.88415,0.88007,66.1419,100.0069
0.86982,0.86728,0.86754,0.88483,0.88505,0.88452,65.4714,99.9009
0.86993,0.86775,0.87095,0.88508,0.88604,0.88849,65.9715,100.277
0.87019,0.86814,0.87275,0.88559,0.88697,0.89121,66.256,103.2097
0.87059,0.86839,0.87267,0.88632,0.88775,0.89221,66.6904,103.8883
0.87114,0.86852,0.87091,0.88725,0.8884,0.89147,67.0294,104.4824
0.87183,0.86859,0.8681,0.88838,0.88898,0.88944,66.9941,104.2376
0.87269,0.86874,0.86509,0.88971,0.88964,0.88691,67.2248,104.4893
0.87371,0.86912,0.86274,0.89123,0.89053,0.88482,67.3645,104.7985
0.87491,0.86986,0.86173,0.89294,0.8918,0.884,68.0165,105.6068
0.87628,0.87104,0.86247,0.89485,0.89356,0.88499,68.4455,107.5202
0.87781,0.87272,0.86499,0.89693,0.89584,0.88797,67.9196,109.1257
0.87948,0.87486,0.86906,0.89915,0.8986,0.89271,68.4371,111.3354
0.88125,0.87739,0.87425,0.90148,0.90174,0.89867,68.1742,112.2227
0.8831,0.88017,0.87996,0.90386,0.9051,0.90512,67.6112,112.7436
0.88497,0.88304,0.88564,0.90623,0.90847,0.9113,68.401,114.6816
0.88684,0.88584,0.89073,0.90852,0.91166,0.91659,68.0389,115.8231
0.88865,0.88841,0.89483,0.91069,0.91449,0.92054,68.3402,110.3077
0.89039,0.89064,0.89771,0.91269,0.91684,0.923,67.4927,107.1834
0.89202,0.89246,0.89925,0.91448,0.91865,0.92402,67.3541,102.3064
0.89354,0.89385,0.8995,0.91606,0.91994,0.92378,68.3339,101.278
0.89495,0.89486,0.89867,0.91744,0.92079,0.92256,67.8232,102.6223
0.89624,0.89556,0.89705,0.91863,0.92131,0.9207,68.1842,100.2301
0.89743,0.89607,0.89509,0.91967,0.92167,0.91865,66.6894,99.9823
0.89854,0.89649,0.89333,0.92061,0.92199,0.91697,65.6605,101.7802
0.89959,0.89693,0.89221,0.92149,0.9224,0.91618,64.5622,102.8163
0.90059,0.89748,0.89204,0.92236,0.92299,0.91666,64.8452,101.4153
0.90157,0.89818,0.89285,0.92324,0.9238,0.91842,65.1052,101.9959
0.90252,0.89907,0.89441,0.92415,0.92481,0.92112,65.5499,104.1321
0.90345,0.90014,0.89637,0.9251,0.92601,0.92415,67.6388,106.3621
0.90437,0.90136,0.89838,0.9261,0.92733,0.92691,70.3588,116.4607
0.90528,0.90269,0.90027,0.92712,0.9287,0.92903,72.1322,121.0661
0.90617,0.9041,0.90199,0.92816,0.93007,0.9305,72.5337,123.5967
0.90704,0.90556,0.90361,0.92918,0.93137,0.93152,72.4294,123.3491
0.90788,0.90703,0.90515,0.93017,0.93259,0.93233,71.0919,121.4665
0.90868,0.90851,0.90657,0.9311,0.93371,0.93306,69.6693,117.0063
0.90944,0.90997,0.90784,0.93195,0.9347,0.93368,68.8218,111.7738
0.91014,0.91142,0.90892,0.93271,0.93559,0.93414,69.5032,112.0701
0.91076,0.91282,0.90994,0.93336,0.93637,0.93446,70.5687,126.9302
0.91129,0.91417,0.91102,0.93388,0.93703,0.93475,72.2234,134.8509
0.9117,0.91543,0.91232,0.93427,0.93756,0.93522,73.7202,139.4388
0.91196,0.91656,0.91382,0.93452,0.93793,0.93597,72.9053,140.4702
0.91206,0.9175,0.91532,0.93463,0.93812,0.93692,74.2086,140.5509
0.91196,0.91822,0.91652,0.93458,0.9381,0.93781,72.2577,123.5515
0.91167,0.91867,0.91706,0.93439,0.93785,0.93826,70.3161,114.2626
0.91116,0.91884,0.9167,0.93406,0.93737,0.93793,68.864,110.6294
0.91045,0.91872,0.91541,0.93359,0.93667,0.93665,67.1853,109.5467
0.90952,0.91833,0.91336,0.93299,0.93582,0.93449,66.553,110.6181
0.90839,0.91771,0.91094,0.93226,0.93485,0.93178,65.8143,110.4035
0.90706,0.91692,0.90855,0.93141,0.93385,0.92897,65.8598,109.2704
0.90553,0.91599,0.9066,0.93043,0.93286,0.92657,66.336,109.7569
0.90378,0.91495,0.90537,0.92929,0.93192,0.92497,66.1679,110.3257
0.90179,0.91376,0.90495,0.92796,0.931,0.92436,66.0281,109.8306
0.89954,0.91237,0.90528,0.9264,0.93004,0.92475,66.0626,109.3098
0.89697,0.91068,0.906,0.92455,0.92892,0.92587,66.1244,109.5297
0.89406,0.90856,0.90658,0.92234,0.92747,0.92724,66.8729,110.7422
0.89078,0.90587,0.90634,0.91972,0.92552,0.92819,66.4773,111.1605
0.88711,0.90251,0.90466,0.91662,0.92292,0.92802,66.4513,110.8843
0.88304,0.89841,0.90114,0.913,0.91954,0.92617,66.5912,110.9472
0.87859,0.89356,0.89576,0.90883,0.91532,0.92236,66.0222,111.1582
0.87381,0.88802,0.88887,0.90414,0.91025,0.91667,65.7653,110.216
0.86873,0.8819,0.88099,0.89894,0.90442,0.90942,64.7669,109.7643
0.86343,0.87537,0.87267,0.8933,0.89796,0.90107,66.2543,109.4613
0.85798,0.86859,0.86435,0.8873,0.89103,0.89209,65.6505,109.3178
0.85246,0.86176,0.85632,0.88103,0.88382,0.88292,65.6692,109.373
0.84693,0.85501,0.84874,0.87459,0.87651,0.87391,65.1482,107.956
0.84147,0.84847,0.84171,0.8681,0.86926,0.86534,64.916,107.069
0.83615,0.84223,0.83523,0.86165,0.8622,0.85743,65.1579,105.9732
0.831,0.83634,0.82926,0.85534,0.85542,0.85025,65.1758,104.8458
0.82609,0.83082,0.82365,0.84925,0.84898,0.84375,65.8055,104.1496
0.82145,0.82565,0.81825,0.84344,0.84293,0.8378,66.3235,101.9138
0.81712,0.82083,0.81295,0.83797,0.83729,0.83224,65.8625,101.2944
0.81311,0.81635,0.8077,0.83289,0.83209,0.82697,65.698,101.3639
0.80946,0.81221,0.80258,0.82824,0.82734,0.82201,66.5058,102.5334
0.80617,0.80841,0.79776,0.82403,0.82306,0.81745,66.1795,103.5356
0.80325,0.80498,0.79346,0.82029,0.81927,0.81343,66.526,103.9885
0.80071,0.80193,0.7899,0.81701,0.81599,0.81004,67.4886,105.6472
0.79854,0.79929,0.78722,0.81419,0.81321,0.80735,67.5771,108.3153
0.79673,0.79706,0.78553,0.81183,0.81093,0.80536,67.5796,114.3898
0.79526,0.79524,0.7848,0.80989,0.80914,0.80402,66.2373,119.9885
0.79411,0.79382,0.78493,0.80834,0.8078,0.80323,66.2848,121.7188
0.79324,0.79275,0.78573,0.80716,0.80685,0.8029,64.9232,119.1037
0.79262,0.79198,0.78692,0.80629,0.80624,0.80288,64.4172,116.0503
0.79223,0.79146,0.78821,0.80571,0.80591,0.80304,65.326,113.1403
0.79203,0.79112,0.78931,0.80537,0.8058,0.80327,65.6258,107.9202
0.792,0.7909,0.79004,0.80523,0.80584,0.80354,67.1624,104.0806
0.7921,0.79076,0.7903,0.80527,0.806,0.80383,67.804,102.8992
0.79232,0.79066,0.79015,0.80545,0.80624,0.80419,68.8268,104.0031
0.79264,0.79058,0.78968,0.80577,0.80655,0.80466,67.7333,104.8796
0.79304,0.79053,0.78902,0.80621,0.8069,0.80525,68.5901,107.0009
0.79351,0.79051,0.78828,0.80677,0.80732,0.8059,66.914,106.8926
0.79406,0.79055,0.78754,0.80746,0.80781,0.80654,65.0013,106.0729
0.79467,0.79069,0.78686,0.80829,0.80839,0.80708,64.4381,106.9026
0.79537,0.791,0.78629,0.80929,0.8091,0.8075,64.1293,106.4677
0.79616,0.79152,0.78591,0.81048,0.80998,0.80785,62.3519,105.1871
0.79704,0.79232,0.7858,0.81188,0.81109,0.80822,62.8831,104.175
0.79803,0.79347,0.78609,0.81351,0.81248,0.80877,64.253,104.3198
0.79911,0.79501,0.78691,0.81536,0.81422,0.80965,64.4181,104.5592
0.80028,0.79697,0.78841,0.81743,0.81633,0.81106,65.1797,107.0449
0.80152,0.79938,0.79074,0.81969,0.81885,0.81316,66.7868,110.066
0.80278,0.80219,0.79404,0.82207,0.82175,0.8161,67.036,113.7121
0.80402,0.80532,0.7984,0.82449,0.82498,0.81998,68.0514,114.1472
0.80518,0.80866,0.80372,0.82686,0.8284,0.82475,68.4019,115.1117
0.80617,0.81201,0.80977,0.82904,0.83185,0.83023,67.8241,115.6955
0.80691,0.81516,0.8161,0.8309,0.83509,0.83603,67.2001,117.1268
0.80733,0.81786,0.8221,0.83232,0.83786,0.8416,69.6404,116.0925
0.80734,0.81984,0.82705,0.83317,0.83991,0.84627,72.3689,117.4949
0.80689,0.82087,0.83027,0.83334,0.84098,0.84941,71.2166,119.6637
0.80593,0.82078,0.83123,0.83277,0.8409,0.85048,71.8434,122.7102
0.80446,0.81947,0.82965,0.83142,0.83958,0.84918,69.439,119.1068
0.80248,0.81694,0.82558,0.82932,0.83702,0.84549,67.0845,116.8987
0.80003,0.81329,0.81937,0.82651,0.83333,0.83968,66.1818,112.987
0.79718,0.80871,0.81161,0.82309,0.82872,0.83226,64.6172,110.4315
0.794,0.80345,0.80303,0.81919,0.82345,0.8239,65.2669,106.4153
0.79059,0.79781,0.79432,0.81495,0.81779,0.8153,65.9523,105.3262
0.78704,0.79206,0.7861,0.81052,0.81205,0.80709,65.9942,103.9053
0.78344,0.78645,0.77879,0.80606,0.80648,0.79972,65.7612,104.8526
0.77988,0.7812,0.77259,0.80169,0.80127,0.79346,65.911,106.56
0.77643,0.77644,0.76759,0.79752,0.79658,0.78837,65.9961,104.6125
0.77316,0.77226,0.76376,0.79366,0.79248,0.78443,65.7115,105.5919
0.77009,0.76868,0.76097,0.79015,0.78899,0.7815,65.6763,106.2348
0.76727,0.76566,0.75908,0.78703,0.78609,0.77943,65.7726,105.7312
0.76471,0.76316,0.75782,0.78432,0.78371,0.77804,65.7495,105.6819
0.76242,0.7611,0.75686,0.78199,0.78177,0.77705,65.2144,105.7036
0.76039,0.75939,0.75588,0.78004,0.78019,0.77616,65.5434,105.4166
0.75861,0.75798,0.75466,0.7784,0.77889,0.7751,64.9187,105.1385
0.75706,0.7568,0.75316,0.77704,0.77782,0.77378,64.896,104.5592
0.75571,0.75582,0.7516,0.7759,0.77693,0.77235,65.47,104.8481
0.75455,0.755,0.75039,0.77494,0.77617,0.77123,65.3841,105.1343
0.75355,0.75429,0.74987,0.7741,0.77549,0.77089,65.1059,104.7594
0.75267,0.75364,0.7502,0.77335,0.77485,0.77163,64.867,104.9765
0.7519,0.75298,0.75119,0.77264,0.77418,0.77334,65.08,106.0679
0.75122,0.75226,0.75233,0.77196,0.77341,0.77549,65.0451,105.9472
0.75063,0.75141,0.75293,0.7713,0.7725,0.7772,65.2274,105.2147
0.75011,0.75041,0.75235,0.77067,0.77141,0.77761,65.4303,104.5372
